year,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
1951,0.9003344356499973,0.46142309999999986,212773.3105,0.25727004000000003,0.3032900804900004,0.21953989999999998,-15.724955500000034,0.10735124999999997,109.56988249999984,0.44362545000000003,3.4195,0,1
1952,0.8755217394999967,0.45602119999999996,231152.291,0.2556151100000002,0.28386363184000024,0.2338555499999999,-15.794886500000011,0.13780309999999982,108.2383544999999,0.4429670620499996,3.505,0,1
1953,0.8917467414999969,0.44083369999999994,216552.2595,0.26741820999999966,0.3146247884099999,0.2214423999999999,-15.414304499999988,0.09259075000000004,110.00811300000004,0.43225100000000016,3.6725,0,1
1954,0.8674129972999983,0.4603712499999994,225951.7585,0.2635610349999999,0.29132038316000036,0.2160078,-15.342990500000003,0.10324314999999985,108.56191249999993,0.4472911499999997,7.707,5,1
1955,0.8491544579549977,0.4863890999999999,220322.8975,0.28837659499999957,0.2297107907100001,0.22401234999999975,-14.261971999999997,0.09799290000000015,110.58108099999998,0.46935495000000027,9.765,0,1
1956,0.8234554899999978,0.4892960500000006,211950.807,0.3026952100000004,0.23210641707500007,0.1840064000000007,-14.179832500000003,0.06287684999999993,111.88017150000015,0.5086227499999999,15.7935,0,1
1957,0.793775100000002,0.5036533999999999,240072.304,0.2938097549999997,0.20377219363999993,0.1862875999999999,-14.271581000000035,0.06757559999999994,112.52888549999989,0.5109486000000003,19.7005,0,1
1958,0.7774467449999998,0.47813154999999946,213321.451,0.3088676800000003,0.18986254418499987,0.20264585000000046,-14.219955000000024,0.05761909999999988,112.51172399999993,0.49033495000000005,19.2315,0,1
1959,0.7849092200000009,0.47976285000000046,211928.132,0.3122101900000001,0.1838199089899998,0.19251640000000025,-14.413364000000012,0.06436665000000007,111.38834,0.478257100000001,20.5825,0,1
1960,0.7682544230000004,0.4820517000000005,210238.5085,0.33937980000000006,0.18165535376999992,0.20775540000000028,-13.806002000000031,0.06495709999999995,112.35459950000012,0.5190262500000005,19.8485,5,1
1961,0.7581470750000001,0.4877147500000002,234195.0765,0.33607667399999924,0.26537126920500015,0.20764334999999953,-14.269377000000018,0.05927209999999992,111.64905549999999,0.5073552999999997,19.308,0,1
1962,0.7259418515000001,0.49074439999999947,206267.5385,0.3660735799999996,0.17120907309000016,0.20179070000000027,-13.273912499999977,0.05652564999999999,114.68595150000007,0.5415934000000002,21.93,0,1
1963,0.7181344800000005,0.48409314999999986,201515.5245,0.3734276849999997,0.19960088644499996,0.20455155000000008,-13.36989399999999,0.05160554999999998,114.3029374999999,0.5399190500000004,25.126,0,1
1964,0.6950623058470748,0.5018954522738626,195398.0179910045,0.3968526386806599,0.16701970798600685,0.21558910544727697,-12.844956021989,0.06162868565717136,114.70529685157432,0.5572052973513241,25.7496251874063,5,1
1965,0.6131359503496513,0.500765584415584,198106.65884115885,0.44399320179820084,0.12192550422577428,0.21387952047952055,-12.034077422577436,0.05763536463536464,116.6388116883119,0.5798210289710289,27.181818181818183,0,1
1966,0.5264009007046764,0.5047228058936569,207088.52530429212,0.48017318385650176,0.11784597854580392,0.21674029468289527,-11.360237668161439,0.054067136450992946,117.07642216527876,0.5776956438180654,30.90711082639334,9,1
1967,0.5423322508137793,0.4891990014977533,198554.5866200699,0.4413662656015981,0.12302258415876184,0.1913777333999006,-11.849574138791818,0.05157848227658502,116.09159860209681,0.5455145282076889,31.149276085871193,0,1
1968,0.49295721269135845,0.4973220740740734,213801.11604938272,0.4568873777777784,0.12503021020246907,0.2150846913580251,-12.002092839506185,0.0586267160493826,115.8942227160493,0.5630099259259255,31.2,0,1
1969,0.4460890553518332,0.48616977205153555,238507.78989098116,0.49037882061446947,0.1630086266947474,0.208033647175421,-11.981210604558983,0.05422324083250745,117.01696729435088,0.5552239692765107,32.35678889990089,2,1
1970,0.45702004913237537,0.5052280614774418,243635.9538919187,0.49481680713931653,0.13006322303420925,0.21163058998512654,-11.75978879524045,0.051204610808130865,117.37428210213184,0.5727270699058008,33.90332176499752,2,1
1971,0.4596606169382723,0.5019534320987652,259429.28987654322,0.4943090419753088,0.12543489128395055,0.2124160000000002,-12.116391604938274,0.060052296296296374,118.16830765432066,0.5705116049382725,33.96543209876543,2,1
1972,0.45988407666335573,0.5211926514399199,247129.12115193644,0.5026282820258189,0.11775266470705041,0.20612135054617692,-11.789685203574974,0.0536588877855015,119.34634160873875,0.5936718470705067,33.923038728897716,2,1
1973,0.4172574755244754,0.5127625374625377,255462.52647352646,0.5353908091908084,0.09998590310689309,0.19813466533466523,-11.19163686313688,0.05651888111888122,120.04932717282729,0.5881032467532477,36.1003996003996,0,1
1974,0.4491533620723849,0.5183694100148734,249418.84630639563,0.5151857957362422,0.11658545185919678,0.21444308378780336,-11.84953842340111,0.07427620228061461,118.99313336638552,0.5824325235498268,31.814080317302924,2,1
1975,0.4300696424492827,0.5226744186046516,254208.6511627907,0.5235905937654629,0.11067037422563067,0.2133311232063336,-11.445217714002942,0.06166204849084613,118.8616704601684,0.5716751113310237,34.1583374567046,9,1
1976,0.3701217817330672,0.5285758964143422,267375.9327689243,0.5476755976095623,0.12441944108067735,0.24664805776892423,-11.195345119521917,0.0623564741035856,120.29478137450212,0.5766630478087645,35.216633466135455,2,1
1977,0.34314404551724154,0.5335206896551744,256076.67816091955,0.5545842168915551,0.127443587626187,0.22625192403798128,-11.126880059970013,0.06295467266366811,121.64451224387822,0.5827722138930537,35.30934532733633,9,1
1978,0.341063942622951,0.5389968703427725,247988.14505712866,0.5526574068554402,0.10338293813710873,0.21752354694485818,-11.095111276701433,0.06496120218579239,120.20931942374574,0.5834242921013424,35.2722305017387,2,1
1979,0.30147009225499993,0.5635958000000006,250921.54,0.5866963749999992,0.1164265940500001,0.2101602000000003,-10.99109900000001,0.06761124999999996,122.17358300000016,0.6115307000000001,35.797,0,1
1980,0.293193448666666,0.5543614215686279,250555.14019607843,0.5945241960784312,0.12547379112254908,0.20404176470588242,-10.714379411764705,0.05830681372549022,122.67287058823545,0.5956661274509808,35.02401960784314,0,1
1981,0.3058011381159426,0.5424464767616194,249776.82308845577,0.5972255947026484,0.1448817909245376,0.22542763618190892,-10.968303348325813,0.05774227886056968,123.04049275362327,0.5835790604697654,35.28135932033983,9,1
1982,0.2968374443270192,0.5600552841475578,247406.36939182453,0.5842664900299099,0.103399178115653,0.1988781655034894,-11.064559820538388,0.06693205383848462,120.89198853439667,0.5815056829511468,35.62113659022931,2,1
1983,0.30961675236145825,0.5447401397903143,249454.2980529206,0.5908433849226165,0.1438080897603598,0.19821837244133816,-11.395332501248163,0.06602301547678492,120.84967898152772,0.5689900649026455,36.10683974038942,9,1
1984,0.2940501435532238,0.5310491754122934,252347.00049975014,0.5823149575212405,0.1445584793403301,0.1919034482758621,-11.697089955022484,0.058867766116941604,121.13122438780621,0.5505485307346327,37.386806596701646,9,1
1985,0.309740670438465,0.5550731439960154,251533.78375685101,0.5953022670652727,0.11870871728450401,0.1968498754359741,-11.478314897857485,0.05859770802192323,121.22498505231711,0.5642019930244145,36.55655206776283,9,1
1986,0.29111834621702387,0.540183972125435,252998.86212045792,0.6110060228969632,0.1152362190990542,0.2112076655052264,-11.225395719263341,0.06477356893977096,120.23899950223989,0.5488968143354926,37.15530114484818,0,1
1987,0.3357683852197809,0.5368667832167833,246535.3971028971,0.5615285014985016,0.1069401285664336,0.19764300699300738,-12.005753746253738,0.05720164835164836,120.05755144855146,0.5340429570429558,39.00949050949051,0,1
1988,0.3243897419920115,0.538125611582627,255257.02296555167,0.5851814128806803,0.12520863862206702,0.21033764353469764,-11.58102596105843,0.06661967049425854,119.93938242636048,0.5463433949076388,38.9136295556665,7,1
1989,0.317918985814187,0.5447028971028955,251943.55894105893,0.5781520529470522,0.11910863737262735,0.1982288211788213,-11.466778721278738,0.06399530469530468,120.35936463536478,0.5436300199800204,38.55144855144855,7,1
1990,0.3430753494671315,0.5335102589641431,256029.35856573706,0.5657791633466145,0.13187388926792798,0.1888367031872508,-11.428036852589637,0.0640801792828685,120.02910507968157,0.5257967131474102,40.168326693227094,7,1
1991,0.3453804541442726,0.5555509193776516,238606.87317303158,0.5542013908533706,0.13935816986798671,0.1883468646864688,-11.076072135785004,0.07023847241867047,119.79147430457321,0.5599732673267316,38.95190947666195,7,1
1992,0.3343240367081679,0.5551345617529867,244357.30278884462,0.5748604033864543,0.10669441412848583,0.1968737051792836,-10.694650896414313,0.07231484063745014,122.68904282868517,0.558718177290838,42.45517928286853,7,1
1993,0.3202810248411124,0.5697258192651433,247680.36494538232,0.5500387735849049,0.11179936308341622,0.19218560079443944,-11.084442403177771,0.07687025819265146,120.42230933465726,0.5555585402184717,42.3480635551142,7,1
1994,0.32104572517087687,0.5497064883605771,251335.24269440316,0.5678848588410114,0.11799573040118852,0.1911326399207532,-10.527020307082717,0.07520599306587433,117.95952055473002,0.5240133729569089,44.42199108469539,7,1
1995,0.31705100662668695,0.559848325837082,246106.46826586706,0.5678576361819088,0.1264724950174913,0.19876106946526773,-10.302394802598716,0.0821737131434281,118.96503898050968,0.5298185907046475,44.22188905547226,0,1
1996,0.3095110248639287,0.5877860465116282,251576.08560118754,0.5798754329539842,0.10057722260762011,0.1998732310737262,-9.574210291934671,0.08596828302820389,117.9722988619496,0.5607850074220692,44.019792182088075,7,1
1997,0.3127344482831768,0.5742233349778002,245644.06117414898,0.5967071189935861,0.110611746354218,0.20191425752343364,-9.25627676369018,0.0897555994079921,118.14932511100157,0.545356092747903,44.64578194375925,7,1
1998,0.301000800791544,0.5806880039331366,249384.62635201574,0.5992130235988209,0.12648791344641092,0.19525162241887878,-9.140027040314664,0.08889242871189754,118.07008210422836,0.5292852015732544,44.85496558505408,7,1
1999,0.28631272657831314,0.5815058313253012,242510.84240963854,0.6280656756626509,0.1134943609734941,0.20590289156626526,-8.489800963855412,0.09354934939759038,119.47584771084333,0.5530626506024097,45.24,0,1
2000,0.29756810499142333,0.5954513722126922,243649.77272727274,0.6204027770154363,0.13114833425385916,0.21620566037735858,-8.456220411663805,0.08906526586620928,117.66819811320742,0.5580119210977698,46.2590051457976,7,1
2001,0.26787248361875665,0.5918076452599391,240599.79510703363,0.6432772069317024,0.10196760482161057,0.19131488277268105,-7.90646890927625,0.08450540265035693,118.33890214067276,0.5579819673802238,50.87359836901121,9,1
2002,0.296350836335767,0.5695844282238443,242690.53673965938,0.6301173294403897,0.10795437242822392,0.19977927007299245,-8.06617226277374,0.08159031630170321,119.45307201946467,0.5349131873479325,45.67542579075426,7,1
2003,0.28478482835443075,0.5749298259493676,244417.66772151898,0.6500365743670894,0.1033465261392407,0.21105767405063297,-7.786547468354416,0.09611360759493669,120.19126503164543,0.5318592563291136,45.767405063291136,7,1
2004,0.24912087636534833,0.5705564030131827,230049.09227871938,0.6722703389830512,0.10679746690207162,0.21489661016949163,-7.376558380414315,0.09648757062146897,120.6073888888888,0.5318548022598871,47.96892655367232,0,1
2005,0.25364277388172857,0.5569814253222146,229305.03942380592,0.6621512767247911,0.16363312909021993,0.21674804397270694,-8.298213798332053,0.0905500379075055,123.56404927975734,0.5233799848369974,42.11068991660349,0,1
2006,0.28131788982339917,0.5443527593818983,232433.39220014718,0.6571996247240621,0.1364570205739513,0.2071178807947022,-7.9589190581309825,0.075970272259014,123.09366519499649,0.518242752023547,42.71302428256071,7,1
2007,0.21894214912293813,0.5573230134932524,244448.81259370316,0.6903991829085471,0.13981841401049472,0.2127098950524736,-7.494287856071971,0.08217653673163418,125.20327661169443,0.5168212143928033,42.626686656671666,1,1
2008,0.28555236821534785,0.5539464604402141,228266.6276026175,0.6718591401546687,0.12503442913741827,0.23306186793575281,-7.566056513979783,0.074351754907793,120.64437775133838,0.5564787566924448,35.84830458060678,7,1
2009,0.25149050891095487,0.5660006406149897,245540.97053171045,0.6942454260089688,0.14797719423446498,0.21508097373478577,-7.4324977578475355,0.08919122357463173,124.82945227418325,0.5380169122357464,36.973094170403584,0,1
2010,0.20871653407445157,0.5996195818459972,267172.67414584395,0.6573552575216735,0.1734452869658336,0.2112652728199897,-8.002705252422231,0.08014982151963279,123.32715961244213,0.5233964048954609,29.8281489036206,1,1
2011,0.2394998959514618,0.5769396580253717,279579.4831770546,0.657764424710424,0.210333463662438,0.19969128516271398,-8.134242140099282,0.0808616105901821,124.24133480419191,0.47095593491450666,32.86321014892444,7,1
2012,0.21352074936702392,0.5588412455334344,255291.65441551813,0.6870636906584997,0.1928772152782033,0.22086636038795326,-7.6508718734048,0.08543848902501287,123.38061051556916,0.4655762225625321,31.27820316488004,7,1
2013,0.18963156381388255,0.5938806636155596,284759.93363844394,0.6925949116323431,0.3123900455034322,0.21504317315026736,-8.238653699466052,0.0852790999237224,124.15971281464519,0.43330968726163277,24.382532418001524,7,1
2014,0.22676186994227332,0.586153063943162,264392.4857904085,0.6647777188277075,0.25998195137655405,0.22244977797513324,-7.82685523978687,0.0976274422735346,124.62149689165186,0.4386810834813505,29.107904085257548,0,1
2015,0.29163995326956504,0.5604550000000001,262678.8834782609,0.5912785065217381,0.24428615511304355,0.19861113043478285,-9.230797391304339,0.08257169565217387,120.87879260869578,0.43369676086956443,29.67217391304348,7,1
2016,0.22694365554278478,0.5815825457641538,258001.1864623244,0.6565469756492115,0.20333247282673486,0.22141668795232022,-8.002875691783755,0.09723163048105589,123.81492933163047,0.432452452107279,29.212430821626224,7,1
2017,0.20741324314935086,0.5804751855287571,243402.2495361781,0.686391820083488,0.24706817012523197,0.23151298701298728,-8.02631910946198,0.09671651205936928,121.82980658627099,0.4363133812615951,31.662337662337663,1,1
2018,0.23383613501842265,0.6027309137803987,227073.1400147384,0.6595520928518803,0.22987447116801765,0.23100935887988258,-8.173433677229195,0.12104473102431824,123.64428813559311,0.4265663338246128,27.59948415622697,7,1
2019,0.26134430419063964,0.6031014169171321,225463.32632030913,0.6297811296693853,0.22112332716616595,0.2185006869901247,-8.527674109059689,0.10682005152425954,122.41970244740216,0.45781319021039124,32.34693001288107,7,1
2020,0.20230315157196035,0.6052853749417798,218977.48276665114,0.6742474103400076,0.24900808037028394,0.23441481136469494,-8.077562878435026,0.10062859804378202,124.05830810433173,0.4680300954820674,24.064741499767116,0,1
2021,0.3402533782663046,0.6524883695652172,222760.02826086956,0.5788958315217388,0.35676547204891323,0.16230940217391365,-9.54775217391302,0.10855891304347871,120.52587500000003,0.45190820652173797,7.7505434782608695,7,1
