RespondentID,celebtrate_thanksgiving,main_dish,main_dish_other,main_dish_cooking_method,main_dish_cooking_method_other,type_stuffing_or_dressing,type_stuffing_or_dressing_other,type_cranberry_sauce,type_cranberry_sauce_other,gravy,side_brussel_sprouts,side_carrots,side_cauliflower,side_corn,side_cornbread,side_fruit_salad,side_green_beans,side_mac_and_cheese,side_mashed_potato,side_rolls_biscuits,side_squash,side_vegetable_salad,side_yams,side_other,pie_apple,pie_buttermilk,pie_cherry,pie_chocolate,pie_coconut_cream,pie_key_lime,pie_peach,pie_pecan,pie_pumpkin,pie_sweet_potato,pie_none,pie_other,dessert_apple_cobbler,desser_blondies,dessert_brownies,desser_carrot_cake,dessert_cheesecake,dessert_cookies,dessert_fudge,dessert_ice_cream,dessert_peach_cobbler,dessert_none,dessert_other,pray_before_after_meal,distance_traveled,watch_macys_parade,kids_table_age_cutoff,meet_hometown_friends,friendsgiving,shop_black_Friday,work_retail,work_black_Friday,residential_type,age,gender,household_income,US_region
4335949486,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,13,Yes,Yes,Yes,Yes,No,Urban,18 - 29,Male,"$10,000 to $24,999",South Atlantic
4335950654,Yes,Turkey,,I don't know,,Bread-based,,Canned,,Yes,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,0,10 or younger,Yes,Yes,Yes,No,,Suburban,30 - 44,Male,"$75,000 to $99,999",Pacific
4335950917,Yes,Turkey,,Roasted,,None,,Canned,,Yes,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,Yes,No,Yes,No,,Suburban,60+,Male,"$25,000 to $49,999",West North Central
4335951082,Yes,Turkey,,Roasted,,Bread-based,,None,,Yes,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,1,0,0,1,0,1,0,0,0,Yes,Thanksgiving is local--it will take place in the town I live in,0,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,"$75,000 to $99,999",East North Central
4335951437,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,0,1,0,1,0,1,0,0,0,1,Spinach souffl� ,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,1,10 or younger,No,No,No,No,,Rural,45 - 59,Female,"$125,000 to $149,999",Mountain
4335951505,Yes,Turkey,,Roasted,,Other (please specify),Cornbread,Canned,,Yes,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,No,No,Yes,No,,Rural,45 - 59,Female,"$25,000 to $49,999",West South Central
4335952833,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,No,Yes,No,Yes,Yes,Suburban,30 - 44,Female,"$50,000 to $74,999",New England
4335953888,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,Yes,Thanksgiving is local--it will take place in the town I live in,0,10 or younger,Yes,Yes,No,No,,Suburban,18 - 29,Female,"$75,000 to $99,999",East South Central
4335954131,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Yes,Thanksgiving is local--it will take place in the town I live in,0,10 or younger,No,No,No,No,,Suburban,60+,Male,"$100,000 to $124,999",Pacific
4335954207,Yes,Other (please specify),salmon,Baked,,None,,None,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,rice,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,No,No,No,No,,Suburban,30 - 44,Female,"$10,000 to $24,999",Pacific
4335954286,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Female,"$50,000 to $74,999",Pacific
4335954376,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,Yes,Yes,No,No,,Suburban,30 - 44,Male,"$25,000 to $49,999",East North Central
4335954394,Yes,Turkey,,Other (please specify),Rotisserie ,Bread-based,,Homemade,,Yes,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Yes,Thanksgiving is happening at my home--I won't travel at all,0,13,No,No,No,No,,Suburban,30 - 44,Female,Prefer not to answer,Pacific
4335954681,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,jam cake,Yes,Thanksgiving is local--it will take place in the town I live in,1,10 or younger,No,No,Yes,No,,Urban,30 - 44,Male,"$75,000 to $99,999",East South Central
4335955050,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Male,Prefer not to answer,Pacific
4335955152,Yes,Ham/Pork,,Baked,,Rice-based,,None,,Yes,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,No,Thanksgiving is local--it will take place in the town I live in,1,10 or younger,Yes,No,Yes,No,,Suburban,45 - 59,Female,"$75,000 to $99,999",West North Central
4335955206,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,"$10,000 to $24,999",Pacific
4335955478,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,pie,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,1,10 or younger,Yes,No,No,No,,Suburban,60+,Male,"$50,000 to $74,999",South Atlantic
4335956575,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60+,Male,Prefer not to answer,Pacific
4335957072,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,12,Yes,No,No,No,,Suburban,60+,Male,"$75,000 to $99,999",Middle Atlantic
4335957096,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is local--it will take place in the town I live in,0,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,"$175,000 to $199,999",East North Central
4335957179,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,1,0,0,0,0,0,0,0,1,0,0,0,1,Pearl onions,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,0,12,No,Yes,No,No,,Urban,60+,Female,"$75,000 to $99,999",Pacific
4335957365,Yes,Turkey,,Baked,,Bread-based,,Canned,,No,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,No,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,"$100,000 to $124,999",West South Central
4335957772,Yes,I don't know,,I don't know,,Bread-based,,Canned,,No,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,No,,0,,,,,,,,,,,
4335958005,Yes,Roast beef,,Baked,,Bread-based,,Canned,,Yes,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,17,Yes,No,No,No,,Urban,45 - 59,Female,"$10,000 to $24,999",Pacific
4335958292,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Thanksgiving is local--it will take place in the town I live in,1,10 or younger,Yes,Yes,No,No,,Rural,60+,Male,Prefer not to answer,Pacific
4335958316,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60+,Male,Prefer not to answer,
4335958653,Yes,Turkey,,Baked,,Other (please specify),cornbread,Canned,,Yes,0,0,0,0,0,1,0,1,0,1,0,1,1,broccoli,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Yes,Thanksgiving is local--it will take place in the town I live in,1,21 or older,No,No,No,No,,Urban,60+,Female,"$25,000 to $49,999",South Atlantic
4335959857,Yes,Turkey,,Other (please specify),Smoked ,Rice-based,,None,,Yes,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,0,21 or older,No,No,No,No,,Suburban,45 - 59,Male,"$75,000 to $99,999",Pacific
4335959876,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Pumpkin pie,Yes,Thanksgiving is local--it will take place in the town I live in,1,14,No,No,No,No,,Urban,60+,Female,"$50,000 to $74,999",Pacific
4335960105,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,1,17,No,Yes,No,No,,Urban,30 - 44,Female,"$125,000 to $149,999",Pacific
4335960288,Yes,Other (please specify),Varies significantly by year as one group of people we tend to be with are vegetarian,Other (please specify),Varies as per above,Bread-based,,None,,No,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,usually some other pie along with an apple pie,0,0,0,0,0,0,0,1,0,0,usually plus another non-pie desert,No,Thanksgiving is local--it will take place in the town I live in,0,10 or younger,No,No,No,Yes,No,Urban,45 - 59,Male,"$175,000 to $199,999",Pacific
4335960847,Yes,Turkey,,Other (please specify),Grilled,Bread-based,,Homemade,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,
4335961440,Yes,Ham/Pork,,Baked,,Bread-based,,Canned,,No,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pie,Yes,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,No,No,No,Yes,Yes,Suburban,30 - 44,Female,"$25,000 to $49,999",Pacific
4335961782,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Yes,Thanksgiving is local--it will take place in the town I live in,0,10 or younger,No,No,No,No,,Suburban,60+,Female,"$10,000 to $24,999",East South Central
4335962733,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,1,10 or younger,No,No,Yes,No,,Suburban,30 - 44,Male,"$50,000 to $74,999",West South Central
4335963222,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,1,21 or older,No,No,No,No,,Rural,45 - 59,Female,"$100,000 to $124,999",Mountain
4335963725,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Female,Prefer not to answer,East South Central
4335964313,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,0,0,0,1,0,0,0,0,1,1,0,0,1,"mushrooms, broccoli rabe, turnip",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,1,10 or younger,No,Yes,Yes,No,,Suburban,60+,Female,"$125,000 to $149,999",Middle Atlantic
4335965542,Yes,Turkey,,Other (please specify),Barbecue,Bread-based,,Other (please specify),canned and homemade,Yes,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Some sort of chocolate dessert,Yes,Thanksgiving is happening at my home--I won't travel at all,1,14,Yes,No,No,No,,Suburban,45 - 59,Female,"$100,000 to $124,999",Pacific
4335965550,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Female,"$0 to $9,999",South Atlantic
4335965739,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,No,No,No,No,,Suburban,,,,
4335966121,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,No,Thanksgiving is happening at my home--I won't travel at all,0,11,No,No,No,No,,Suburban,60+,Female,"$50,000 to $74,999",Pacific
4335966421,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is happening at my home--I won't travel at all,0,21 or older,Yes,Yes,No,No,,Rural,30 - 44,Female,"$50,000 to $74,999",Pacific
4335967013,Yes,Turkey,,Roasted,,Rice-based,,Canned,,Yes,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,No,No,No,No,,Suburban,60+,Female,"$50,000 to $74,999",East North Central
4335967251,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Female,"$75,000 to $99,999",Pacific
4335967669,Yes,Turkey,,Roasted,,Bread-based,,Other (please specify),both canned and homemade,Yes,0,0,0,0,0,0,1,0,1,1,0,0,0,cheeseball,1,0,0,0,0,0,1,0,1,0,0,berry,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,No,No,No,No,,Suburban,18 - 29,Male,Prefer not to answer,Pacific
4335969513,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,21 or older,No,No,Yes,No,,Rural,30 - 44,Male,"$10,000 to $24,999",South Atlantic
4335970072,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,16,No,No,No,No,,Rural,60+,Male,"$25,000 to $49,999",East North Central
4335970729,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,1,10 or younger,No,No,No,No,,Urban,18 - 29,Male,"$25,000 to $49,999",East South Central
4335971349,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,0,0,0,0,0,1,1,0,1,1,0,0,1,Sherbet,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Thanksgiving is local--it will take place in the town I live in,1,21 or older,No,No,No,No,,Suburban,45 - 59,Female,"$150,000 to $174,999",Pacific
4335972801,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,0,10 or younger,No,No,No,No,,Suburban,60+,Female,"$100,000 to $124,999",Middle Atlantic
4335973714,Yes,Turkey,,Other (please specify),Smoked,Bread-based,,Canned,,Yes,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,No,No,No,No,,Rural,45 - 59,Female,"$100,000 to $124,999",West South Central
4335973959,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pumpkin and pecan pie,Yes,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,No,No,No,No,,Suburban,45 - 59,Female,"$200,000 and up",West North Central
4335974363,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,No,Thanksgiving is local--it will take place in the town I live in,1,21 or older,No,No,No,No,,Urban,60+,Female,"$25,000 to $49,999",Pacific
4335974428,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,Thanksgiving is happening at my home--I won't travel at all,1,14,Yes,Yes,No,Yes,Yes,Urban,18 - 29,Female,"$0 to $9,999",Middle Atlantic
4335975961,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,0,12,No,No,No,No,,Urban,18 - 29,Female,"$25,000 to $49,999",Pacific
4335976340,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Yes,Thanksgiving is local--it will take place in the town I live in,0,10 or younger,Yes,No,No,Yes,Yes,Suburban,45 - 59,Female,"$100,000 to $124,999",West South Central
4335977124,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Blueberry or Peach Cobbler,0,0,0,0,0,0,0,0,1,0,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,12,Yes,No,No,No,,Rural,60+,Female,"$50,000 to $74,999",South Atlantic
4335977899,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,1,1,0,1,0,0,1,0,0,1,Dumplings ,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,Yes,Thanksgiving is local--it will take place in the town I live in,1,12,No,No,Yes,No,,Rural,30 - 44,Female,"$50,000 to $74,999",East South Central
4335977956,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,0,0,0,0,0,0,0,0,1,1,1,1,1,Peas with pearl onions ,1,0,0,1,1,0,0,1,1,0,0,Pineapple cream pie ,0,1,1,0,1,1,0,0,0,0,"Chocolate trifle, bread pudding ",Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,1,10 or younger,Yes,Yes,No,No,,Urban,30 - 44,Female,"$10,000 to $24,999",New England
4335978870,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,12,Yes,Yes,No,No,,Urban,60+,Male,"$75,000 to $99,999",Pacific
4335979419,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,No,No,No,Yes,Yes,Suburban,45 - 59,Male,"$150,000 to $174,999",Pacific
