Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Bermuda,BMU,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,349.390182,350.067507,463.227556,472.142676,,552.502523,,514.008008,481.710219,,470.536422,740.936054,775.607286,1016.175036,971.145537,683.181181,577.379455,578.208642,792.222722,932.164785,652.962347,581.547884,465.680133,471.025788,491.291126,496.769905,504.096508,,461.718286,492.033795,518.971347,510.111383,527.096286,543.012595,591.967514,584.756357,600.515297,,,561.2637454,594.6515718,614.8756515,632.8769921,,,,,,,
Bolivia,BOL,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,172962.285,122460.075,149851.06,125556.13,134838.337,152794.21,177016.054,137558.428,166709.438,175554.189,186438.282,169439.802,178438.797,183028.392,144623.629,153112.188,161269.112,195881.638,165829.904,168428.209,192645.695,183161.879,194819.313,213989.647,156530.706,170371.969,176121.301,179070.817,136014.868,225873.916,91400.932,62224.11,110701.193,124597.495,252571.289,309458.392,164214.818,227561.899,120003.253,76425.96635,102900.5156,620981.9555,621726.7268,,,,,,,
Brazil,BRA,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,1260982.146,968552.518,1138194.337,1022867.644,1098489.802,1214606.743,1384864.346,1173040.901,1343364.23,1415028.578,1499555.516,1392080.679,1445809.236,1458951.572,1260054.274,1322535.347,1405162.361,1612857.168,1454114.831,1476408.951,1606209.334,1569962.22,1649183.804,1772640.53,1455453.224,1574445.629,1613760.437,1647413.793,2263725.63,1595863.26,1222630.43,1277451.88,1591827.05,1624554.7,1967427.39,2386439.68,1621079.23,2703498.56,1532859.83,1211969.408,2902242.618,2953040.519,2989417.957,,,,,,,
Barbados,BRB,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,709.79228,703.0532,757.74309,833.25382,705.74918,840.43781,802.68857,846.68742,916.83416,856.06132,867.61326,1113.69587,1111.41336,1281.25604,1335.64544,1314.08027,1321.19342,1306.05491,1194.80408,1199.41088,1199.66709,1244.59137,1236.772,1128.72586,1092.96237,1099.5552,1083.64219,1123.04133,1208.66286,1310.1545,1313.94728,1225.11629,1263.73575,,,,,,,,,,1540.615709,,,,,,,
Brunei Darussalam,BRN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,11477.21,8060.8666,10230.9632,14587.9845,10317.11822,10589.58131,11459.7232,14879.1,16818.1326,15031.5298,17658.724,15004.8609,15241.3761,23985.8086,15831.9244,14145.2734,15790.7242,19434.7101,16488.2324,13122.7976,18366.774,17604.6499,23079.6397,20217.9684,19028.9318,21264.6758,18153.2029,18632.4017,17789.184,9479.8213,9649.3964,9865.1434,9840.8143,10762.0383,10320.0957,10968.956,13195.2164,12998.2302,13738.0621,13549.7997,14123.59808,14494.49152,14828.96701,,,,,,,
Bhutan,BTN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,862.6929,876.68893,891.39184,909.18529,925.13557,930.87207,944.80131,963.67593,993.85338,1014.10731,1035.44918,1085.73059,1095.16737,1118.89566,1140.42559,1186.99252,1201.44464,1227.16006,1188.17061,1196.06308,1280.14329,1276.91591,1594.97773,1592.25522,1614.67015,1647.8881,1663.93339,1597.10382,1943.08632,3857.5667,2309.76196,1613.47346,1707.60039,1467.57296,1623.24209,1617.86441,1966.3538,2326.55307,1908.28623,2190.920684,3220.40038,3259.60739,3296.963725,,,,,,,
Botswana,BWA,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,11350.009,6558.9852,7520.674,8166.58,7575.346,9262.958,9115.417,10569.054,10727.385,13212.831,11120.348,10015.842,10909.352,10579.333,8407.185,8474.288,8315.2426,10784.547,8752.6552,10055.783,13373.085,10963.44,15494.416,9194.838,11082.387,12152.995,10207.063,10100.556,34293.8671,34724.2123,39682.4972,54348.93,51450.302,17482.9867,23886.7099,24188.461,43484.6626,26082.8828,73051.1312,22941.96585,81652.2556,81891.03615,82110.27676,,,,,,,
Central African Republic,CAF,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,106092.4177,101998.9987,100023.8787,111111.4537,78705.81733,87138.51,91112.86367,113196.3853,89754.35633,101345.855,134472.36,104548.437,126822.043,114469.598,112551.963,97708.76933,99794.40133,106274.4333,95503.713,108384.5467,146226.244,106093.7413,130433.5077,117616.7453,116019.753,133886.529,129536.6727,132321.7037,548910.534,437192.124,499622.058,453849.629,350970.59,532900.056,345419.435,455529.683,595439.934,695449.724,603473.098,428273.6122,511442.6893,513289.5157,515134.0786,,,,,,,
Canada,CAN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,494973.635,512428.63,497317.478,520459.86,538398.95,529890.87,580939.23,574647.58,550135.81,656571.07,711937.51,699416.91,576432.38,573187.34,569374.51,576740.45,565869.57,571107.67,623176.96,794055.04,608685,626149.44,618673.62,655593.66,807222.82,836025.63,698763.38,690068.75,1129087.11,821594.26,760643,718534.46,908686.15,951373.04,1040136.77,849798.74,894922.55,892066.85,908926,749863.654,764137.6753,1033481.982,1027063.855,,,,,,,
Central Europe and the Baltics,CEB,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,1333732.618,1341337.304,1387156.868,1446894.657,1475796.626,1529645.523,1582637.14,1639060.919,1702378.274,1726697.738,1716304.293,1695106.41,1698560.935,1715863.532,1724652.399,1724007.707,1741424.42,1733457.204,1744121.787,1695101.784,1393914.871,1266632.002,1174876.552,1130305.865,1108115.368,1122706.037,1116594.613,1090765.979,992611.9161,950433.9663,978162.1891,975764.1773,960407.7135,988903.4721,1004284.183,1001128.217,1019707.171,1025000.816,1013348.763,950398.1581,991582.7722,999303.127,970733.6226,,,,,,,
Switzerland,CHE,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,50087.6589,51338.6844,52042.7768,56667.5255,51878.5821,49342.8597,50861.3764,52261.4588,53696.4272,52079.6124,53170.9162,51483.25,47999.6173,53370.3373,52082.9186,55914.366,55585.7148,55772.5411,54226.7025,54933.6688,56393.8008,57853.8406,57505.9329,54867.4426,54836.8411,54577.6491,54921.8398,53612.5122,54369.6797,54250.6206,53063.2151,54075.3746,52997.4193,54552.7522,55222.5605,55882.8478,55762.0053,54112.486,56634.8927,55245.97387,57154.18273,53066.86686,54108.09751,,,,,,,
Channel Islands,CHI,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,42181.676,43511.1332,45390.5725,44869.8527,43829.491,41649.4352,42287.4344,40600.3847,41668.4269,43598.9012,43958.754,41831.344,38088.991,38576.452,39610.935,38220.587,39116.143,39830.08,45207.917,51167.024,54730.277,52935.482,55414.762,58446.329,62276.668,66432.85,73626.892,82392.688,91627.892,97091.054,90384.583,90862.192,91214.148,94236.304,99878.505,101594.281,101965.01,113127.232,111021.043,110404.5319,114284.9966,117661.6806,120687.8924,,,,,,,
China,CHN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,1873971.675,1914331.77,1999689.065,2057487.38,2073854.51,2264422.92,2327790.4,2516150.877,2726399.89,2773803.817,2757430.09,2724309.237,2815057.937,2950585.591,3135783.747,3142896.374,3282780.787,3349248.613,3680670.847,3800686.21,3892675.16,4035212.607,4172493.295,4398290.82,4613489.247,5042349.12,5181880.514,5113706.854,5141402.7,5079293.7,5082325.6,5145521.55,5474914.9,6226962.5,7116642.4,7803535.6,8573395.4,9124046.5,10022024.8,10617264.9,11183810.6,12064260,12454710.61,,,,,,,
Cote d'Ivoire,CIV,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,116579.635,113930.493,113044.535,121633.436,98016.641,104296.166,107172.446,123842.192,107625.375,116000.271,140755.45,118980.868,135869.464,127803.288,126730.433,115934.477,117303.92,122020.053,114145.53,123195.45,152200.604,123933.505,142539.491,133509.605,133399.834,147447.844,145020.625,148926.935,24962.96,24317.164,29442.742,28584.192,28670.943,22407.145,22931.735,26282.736,27248.765,27859.552,29682.239,30685.23427,32525.25335,33027.48272,33502.16024,,,,,,,
Cameroon,CMR,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,65737.639,64421.969,63454.455,68260.647,54887.491,58835.289,60473.611,70715.409,61313.867,66568.234,81570.637,69936.034,79285.905,81502.709,82208.994,75827.771,80286.414,81679.038,70500.779,80396.615,97554.79,80901.324,91207.085,86690.476,83214.571,90767.146,89198.538,90784.241,157727.289,134749.251,163101.039,118945.3,128242.366,167009.843,97585.679,160728,123887.438,120331.649,120917.192,116739.1919,99823.2841,100386.546,100922.1362,,,,,,,
"Congo, Dem. Rep.",COD,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,1550424.37,899793.29,958870.9,1021542.44,892820.42,1049438.38,927528.11,1066348.99,1124723.38,1481813.48,1234690.64,1079908.06,1219832.09,1226108.87,959898.96,970912.17,899601.98,1239851.88,880361.56,983441.91,1376921.73,1148406.95,1824184.38,1049951.77,1219214.38,1232299.89,1050676.58,998227.15,1014212.24,824119.4,861822.71,678319.48,763919.42,748084.2,816309.43,794528.22,922488.68,895387.99,754085.86,731884.6268,799228.6731,800756.9416,802271.3028,,,,,,,
"Congo, Rep.",COG,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,68611.831,42385.55,44840.5315,48644.878,44108.9222,49672.941,44830.1969,49550.396,51855.704,66346.572,56481.666,50348.702,56274.574,56603.484,45847.7933,46417.0931,43517.8719,57483.729,43092.3561,47483.918,63552.8404,54144.48936,81648.22119,50189.7587,56841.9658,57957.634,51566.388,49792.182,32353.097,27868.5794,28435.401,35332.078,24853.8734,34876.586,34296.33,38914.474,37981.7162,34160.312,31049.211,34611.28055,35247.16491,35504.45578,35743.91852,,,,,,,
Colombia,COL,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,128348.959,113238.1722,123945.1605,117834.3547,123319.157,134068.4672,145348.0034,134615.5297,146361.1599,149630.7182,154044.328,149819.559,154633.693,156689.796,144173.86,148630.368,153462.512,166324.967,160351.609,161638.566,174396.943,172087.4622,178473.7778,188778.681,170315.8152,179102.1058,183442.777,188061.8842,165331.704,149560.767,164520.425,153808.679,148233.516,162980.741,174608.711,150617.798,151546.735,177034.101,167450.086,171912.029,166695.8669,170199.579,173411.7679,,,,,,,
Comoros,COM,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,203.41403,204.84243,208.54202,213.85455,218.70623,223.58511,232.39763,238.98534,243.61452,251.91209,252.84686,249.60952,249.98281,247.87158,250.14973,241.03564,243.01947,242.32486,272.12733,280.49686,294.3718926,295.363796,294.837318,301.68603,308.26834,317.95392,325.15124,331.38885,341.63319,355.4675,365.90311,423.63479,406.26874,387.33211,389.6349,480.84327,385.28317,513.65354,579.093,531.6700023,543.6221852,554.3356601,564.2206617,,,,,,,
Cabo Verde,CPV,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,193.02136,191.700604,202.112647,211.400034,216.088214,224.270265,231.697589,249.869886,254.785761,291.325297,311.924699,289.875617,182.254739,174.643133,196.409411,200.072792,140.763968,153.37065,197.00518,205.7988,208.23803,217.50128,237.22145,239.32335,228.66732,252.28469,233.24162,248.79533,263.81037,274.23892,333.35502,301.7623,309.03741,317.10669,335.58995,362.75683,,,369.11656,376.4004225,,,,,,,,,,
