Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Antigua and Barbuda,ATG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,1.16797,1.03558,,1.04459,0.83951,,,,,,,,,,,,,,0.97972,,,,,,,,,,,,,,,0.98364,0.96502,0.99024,0.97177,0.96444,1.03904,,0.97434,0.99004,,0.97936,0.97924,
Australia,AUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00047,0.99644,0.99571,0.99755,1.01999,,,,,,,,,,,,,,,,,,0.92526,0.92517,0.93754,,
Austria,AUT,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.93563,,,,,0.92504,,,,,0.92548,0.93509,0.9302,0.93042,0.94636,0.93174,0.92639,0.93177,0.94402,0.94059,0.94696,0.94659,0.95144,0.95534,0.95584,0.96054,0.96565,0.96128,0.96695,0.96969,0.96958,0.96443,0.96342,0.96304,0.96625,0.96986,0.96881,0.9656,0.96524,0.96872,0.97008,0.97157,0.97297,0.97232,0.97283,0.97199,0.97173,,
Azerbaijan,AZE,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99663,0.9839,0.96126,0.939,1.05992,1.06005,1.03029,,,,,,,,,,,,,,,,,,,,,1.00262,
Burundi,BDI,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.47036,0.48349,0.54133,0.56626,0.5746,0.59374,0.60999,0.60517,0.61829,0.62022,0.62133,0.60799,0.61689,0.63662,0.66113,0.68332,0.71422,0.75671,0.77331,0.78193,0.81113,0.79404,0.79662,,,,,,,,,,0.7973,0.81838,0.83756,0.88422,0.89849,,0.92613,0.93882,0.95414,0.96371,0.97228,0.99295,1.00404,1.01382,1.02149,1.0343,
Belgium,BEL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.98398,0.98195,0.99652,0.99071,0.99508,0.99613,1.00327,1.00642,1.00971,1.01231,1.01567,1.01364,1.02303,1.01727,1.01886,1.01291,1.01402,1.01364,1.01452,1.01689,1.0193,1.0171,1.03747,1.03794,1.04532,1.04336,,,1.04176,1.05728,1.06342,1.06831,1.05752,1.05655,1.06992,1.07475,1.07981,1.08786,1.08961,1.08339,1.0819,1.08252,1.08219,1.07985,1.08055,1.06966,1.07024,,
Benin,BEN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.44565,,0.45456,0.44636,0.4453,,0.43979,,,,,,,,0.47897,0.48229,0.48683,,,,,,,,,,,,0.61462,0.63333,0.64629,0.66145,0.67315,0.69451,,,,,,,0.80969,,0.83489,0.8479,0.85927,0.87708,,,
Burkina Faso,BFA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.5683,0.57884,0.58563,0.58964,0.59562,0.58956,0.57704,,0.58689,0.60068,0.58929,0.59247,0.58844,0.58849,0.59104,0.58922,,,,,,,,0.63895,,,,,0.68411,0.70023,0.71276,,0.73722,0.7666,0.78233,0.79949,0.81793,0.83998,0.85607,0.87711,0.89341,0.91462,0.93689,0.9483,0.96035,0.97131,0.98214,0.98913,
Bangladesh,BGD,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,0.5009,,,0.49858,0.52697,,0.5176,0.53079,0.56942,,,0.61602,0.6072,0.62796,0.62365,0.71649,0.72605,0.75364,,,,,,,,,,,,,,,1.05332,1.05578,1.0643,1.08539,1.05959,1.08595,,,,,,,1.11664,1.11591,
Bulgaria,BGR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.98657,0.99208,0.99382,0.99613,1.00046,0.98404,0.99644,0.98643,0.98522,0.98436,0.99312,0.99599,0.9958,0.99685,0.9957,0.99558,0.99308,0.99368,0.99026,0.99167,0.99449,0.9955,0.99295,0.99758,0.99486,0.98825,0.99004,0.98129,0.97912,0.97697,0.97728,0.97835,0.97846,0.96894,0.96795,0.96899,0.96905,0.97705,0.97656,0.97026,0.96631,0.96958,0.96694,0.9746,0.97546,0.97623,0.9805,,
Bahrain,BHR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.7295,0.77082,0.78859,0.80638,0.81621,0.82838,0.83788,0.84436,0.84165,0.84932,0.85265,0.86176,0.90899,0.9381,0.96749,0.98911,0.99506,0.99924,1.01014,1.02782,1.02439,1.03641,1.0396,1.0372,1.02302,1.01894,1.02516,1.02464,1.0246,1.02969,1.05332,1.06584,1.07104,1.06942,1.06913,1.07209,,,,,0.99866,1.01333,1.01446,1.00919,1.00213,1.01494,1.01399,1.02155,
"Bahamas, The",BHS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,1.08545,1.07522,,1.07545,1.07184,,,,,,1.01503,1.01801,,1.00167,,1.10914,,0.9754,,,1.01611,,0.98163,0.97984,0.98081,0.99136,0.98632,1.00189,1.0099,0.99952,1.01186,1.01085,1.00104,0.98935,1.01076,,1.0264,
Bosnia and Herzegovina,BIH,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00999,,,,,,,,,,0.97724,0.97646,0.9774,0.97749,0.97657,0.98435,0.98884,0.99107,0.99101,0.98858,0.99057,
Belize,BLZ,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97501,0.972,,,,0.98299,,,0.97016,0.97896,,,,0.99501,0.98493,0.99016,,0.99797,1.00325,0.9839,0.99438,1.00684,0.99975,1.0008,1.00442,0.99741,0.99023,0.98956,0.99017,0.98217,0.97797,0.99239,0.98756,
Bermuda,BMU,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,1.06988,1.05541,1.02892,1.03277,1.01986,1.01156,1.01513,1.02015,0.98463,0.98035,,,,,,,,,,,,,,,,,,,,,1.03914,1.06155,1.08098,1.11161,1.09013,1.08261,,,,,1.07334,1.06056,1.06641,1.05304,1.0485,,,,
Bolivia,BOL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.76452,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96528,0.96809,0.96531,0.96783,0.97015,0.97389,0.97706,0.98178,0.98608,0.98963,0.99076,0.99238,0.99498,0.99725,0.99116,0.98611,0.9838,0.98235,0.9822,0.98307,0.98481,
Brazil,BRA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01296,1.03545,1.03353,1.02885,,1.04399,1.03873,1.04416,,1.02593,1.02894,1.02651,1.03266,1.01545,1.01698,1.00377,,
Barbados,BRB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.99217,1.00376,1.00576,0.90578,0.96706,1.05288,1.04623,1.03207,1.03291,1.06755,1.00108,1.01781,0.98456,1.01727,0.99037,,,,1.03477,0.95102,,,,,,,,,1.01551,1.00695,0.99534,0.9954,0.99434,0.99208,0.99323,1.00022,1.00936,1.01192,1.01087,1.01069,1.018,,,1.01625,1.0137,1.02221,1.00208,0.99964,
Brunei Darussalam,BRN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,0.93523,0.92852,0.93564,0.94252,0.94479,0.95001,0.96833,0.9878,0.99499,1.00172,0.98901,1.00088,1.00522,1.00658,1.00147,,,,,,,0.99875,1.014,1.0166,1.00407,,,,0.98505,0.98134,0.98215,0.97737,0.97305,0.97887,0.97267,0.97246,0.97813,0.98282,0.98777,0.99329,1.0011,0.99815,1.00955,1.01909,1.01017,1.01034,1.0142,1.01496,1.01621,
Bhutan,BTN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,0.05275,0.22925,0.20679,,0.28733,,,0.37337,,,,,,0.45041,0.46349,,,,,,,,,,,,,,0.821,0.83775,0.85716,0.88163,,,,0.96003,0.97694,0.98435,0.99917,1.02099,1.029,1.03222,1.03747,1.03837,1.04076,1.03525,1.04809,1.04927,1.05822,
Botswana,BWA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,1.09192,1.10471,1.11871,1.15433,1.17879,1.19723,1.19839,1.1954,1.18457,1.18286,1.16967,1.14476,,1.12866,1.11235,1.10085,1.06604,1.04837,1.04231,1.04126,1.05166,1.06196,1.05359,1.04068,1.02908,1.03129,,,1.01956,1.01893,1.01819,1.01261,1.01077,1.01072,1.00349,1.00091,1.00517,1.00357,1.01582,,,,,,,,,,,
Central African Republic,CAF,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.46181,0.46239,0.46997,,,0.51414,0.50334,0.50032,0.50865,0.54531,0.53489,0.52659,,,,0.58409,0.57743,0.57506,0.58485,0.59666,0.61256,0.62833,,,,,,,,,0.67168,,,,,,,,0.69816,,0.7059,0.71417,,,,0.76095,,,
Canada,CAN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.99031,0.99159,0.99394,1.00097,0.99937,1.00737,1.0081,1.00968,1.01031,1.01279,1.01165,0.99869,0.98833,0.98749,0.98871,0.98931,0.99021,0.99184,0.9928,1.00023,0.99437,0.99229,0.99003,0.99018,0.99364,0.99377,,0.99644,1.00942,1.01057,,,,,0.98427,0.98582,0.98591,0.98632,0.98797,0.98954,0.99223,1.00368,1.00639,1.00857,1.00839,1.00818,1.00546,,
Central Europe and the Baltics,CEB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,0.98479,0.98552,0.98752,0.99115,0.98986,0.99203,0.99188,0.99378,0.99345,0.994,0.99414,0.99583,0.99812,0.99863,0.99776,0.99902,1.00029,1.00803,1.00888,0.99658,0.99449,1.00153,1.01143,1.00399,1.00591,1.01067,1.00793,1.00197,1.0014,0.99996,0.99737,0.99617,0.99418,0.99121,1.0015,0.99751,0.99572,0.99522,0.99519,0.99599,0.99399,0.99168,0.9925,0.98851,0.98977,0.99218,0.99235,0.99318,0.99261,
Switzerland,CHE,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,0.92878,0.93739,0.94134,0.94246,0.94356,0.9452,0.94536,0.94723,0.94892,0.95378,0.95759,0.96339,0.96545,0.96982,0.97238,0.95558,0.96098,0.96368,0.96806,,0.95625,0.96088,0.96723,0.97475,0.97179,0.96997,0.9647,0.96694,0.96732,0.96976,0.97218,0.97522,0.98153,0.9838,0.98317,0.98532,,0.97934,0.97613,0.97323,,
Channel Islands,CHI,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,1.01313,1.00331,1.00111,1.00642,1.0105,1.00713,1.01582,1.00828,1.00572,1.0081,1.00552,1.01148,0.9899,0.99589,0.99358,0.99749,0.99582,,,1.00385,1.00768,0.99427,0.99813,1.00756,,,,,0.99954,0.99956,0.99598,,0.99499,0.9929,0.98231,0.98307,0.98666,0.98673,0.98572,0.98866,1.00043,0.99864,1.00058,0.98964,0.98937,0.9886,0.98853,0.9876,,
China,CHN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,0.82095,0.82604,0.83044,0.81816,0.81196,0.79498,0.78108,0.77764,0.78164,0.78737,0.80864,0.8265,0.8332,0.84272,0.84861,0.86036,0.87417,0.88125,0.90191,0.91557,0.92852,0.93578,,,,0.96462,,,,,0.98804,0.99155,0.99697,1.00335,0.98895,0.99242,0.99718,1.00609,1.00948,1.01158,1.01014,1.01322,1.01431,
Cote d'Ivoire,CIV,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.53768,0.54488,0.55139,0.55572,,,,,,,0.62283,,0.63588,0.64575,,,,,,,,,,,,,,,0.69039,,,,,,,,,,,,,,,0.80755,0.81822,0.8335,0.85067,0.86788,
Cameroon,CMR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.71203,0.73228,0.73971,0.75051,0.75301,0.76396,0.77165,0.77514,0.78545,0.79049,0.79012,0.79509,0.79443,0.79775,0.79858,0.80462,0.81086,0.81487,0.81788,0.82226,0.82898,0.8721,,,0.84795,,0.85506,0.80687,0.82687,,0.85386,0.80073,0.84817,0.84109,0.82646,0.82812,0.83796,0.84256,0.85621,,0.86135,0.86922,,0.877,0.88346,0.88564,,,
"Congo, Dem. Rep.",COD,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.55323,0.57491,0.5907,0.61875,0.60875,0.61299,0.62089,0.61913,0.62153,0.63331,0.64552,0.65493,0.66795,0.68161,0.6034,0.60613,0.70488,0.67914,,,,0.69847,0.70658,0.67292,0.6702,,,,,,,,,,,,0.73986,0.76395,0.77433,0.78782,0.78898,0.80111,0.82777,0.82886,0.88949,,,,
"Congo, Rep.",COG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.73267,0.75337,0.76801,0.76362,0.77802,0.78723,0.79611,0.81877,0.8251,0.83192,0.85341,0.85561,,0.86076,0.88279,0.89021,0.86897,0.90445,0.89096,0.87975,,0.87976,,,,0.87225,,,,,,0.88263,0.85804,0.90841,,,,,,,,1.00334,,,,,,,
Colombia,COL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,1.00952,1.01226,1.01516,1.01692,1.02319,1.02139,1.02518,1.02497,1.02865,1.02819,1.02393,1.02461,1.0188,1.05202,1.00395,1.01576,1.01714,1.00511,1.00588,1.00713,,1.06523,1.09596,1.06564,,1.04983,1.01489,,1.02709,1.04315,1.03857,,1.03801,,1.04039,1.03677,1.04432,1.0479,1.04509,1.04765,1.03967,1.02827,1.02808,1.02834,1.02437,1.02157,1.01984,1.01407,1.01321,
Comoros,COM,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.45745,,0.4976,,,,,,,,0.68023,,,,,0.73169,0.76574,,,,,,,,,,,,0.8448,,,0.82888,0.82689,0.84807,,,,,,,,,0.97533,0.97979,,,0.99313,1.0229,
Cabo Verde,CPV,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9642,0.98361,0.99261,0.99509,,,,0.97962,,,,,,,1.00884,1.00252,1.01044,1.01335,1.0205,1.04894,1.05111,1.01504,1.03777,1.03982,1.03091,1.03664,1.02905,1.01991,1.01452,1.01014,1.00729,1.007,
Costa Rica,CRI,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,0.99939,1.00311,1.00936,1.01443,1.0088,1.0132,1.01529,1.01819,,1.01734,1.01911,1.0106,1.01063,1.00543,0.99604,0.99746,0.99247,0.99072,0.9907,0.98843,0.99477,1.00057,1.00123,1.0067,1.00748,1.00988,1.01406,1.01308,1.00934,1.00598,1.00061,1.00852,0.99932,,1.001,1.00064,1.00517,1.00234,1.00673,1.00807,1.00735,1.00842,1.01007,1.02139,1.02212,1.01672,1.02941,1.04103,1.04136,
Caribbean small states,CSS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,1.00851,1.01023,1.015,1.01625,1.01405,1.02921,1.04073,1.02832,1.02953,1.02969,1.03888,1.03992,1.03288,1.03214,1.03072,1.03146,1.03657,1.02136,1.02566,1.03053,1.02845,1.02092,1.01488,1.01014,1.0128,1.01292,1.01749,1.01808,1.01228,1.01144,1.01123,1.00939,1.0209,1.01905,1.01774,1.02049,1.02224,1.02196,1.01999,1.01052,1.02249,1.02475,1.02653,1.01862,1.02093,1.03294,1.01652,1.0182,1.00971,
Cuba,CUB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,0.95716,0.9514,0.94831,0.94492,,,0.96055,0.97056,0.96797,0.97452,0.9806,0.99126,0.98322,0.98358,0.99467,0.99822,1.01138,1.03288,1.04846,1.06269,1.0717,1.05493,1.04087,1.04086,0.99404,1.016,,0.995,0.9885,0.9934,0.97194,0.97134,0.98942,0.99403,0.99971,0.9925,0.99189,0.99211,0.98966,0.98981,0.99721,0.99225,0.98282,0.9852,0.99113,0.98496,0.98682,
Curacao,CUW,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00252,,,,,,
Cayman Islands,CYM,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.9616,0.96806,0.97426,0.97986,0.96349,0.97463,0.97903,0.99001,0.99886,1.01188,1.01076,1.02262,1.02554,1.02098,1.01944,1.01413,1.01759,1.01157,1.00878,1.01096,1.01182,1.01303,1.00918,1.00581,1.00364,1.0073,1.01171,,1.01296,1.01198,1.00584,1.01154,1.01033,1.01149,1.00908,1.00742,1.00612,1.00065,1.00186,1.00617,1.00435,1.00855,1.0033,1.00446,0.99619,0.99481,0.9928,,
Czech Republic,CZE,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,1.03028,1.0299,1.02984,1.03007,1.03024,1.03061,1.03043,1.03062,1.03156,,,1.04683,1.04663,1.02847,1.02764,1.02705,1.10224,1.10458,0.96516,0.94168,0.98148,1.07977,1.05032,1.00962,1.02107,1.02157,1.0215,1.02835,1.02322,1.01072,1.01727,1.0143,1.0126,1.00547,1.00723,1.0088,1.00705,1.00634,1.00646,1.00235,0.99926,1.00087,1.00464,1.00286,1.00706,1.00721,1.00649,,
Germany,DEU,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98243,0.96886,0.97219,0.9729,0.97449,0.97691,0.97628,0.97897,0.9825,0.98327,0.98213,0.98007,0.98045,0.98039,0.97807,0.98008,0.97805,0.96033,0.96125,0.96001,0.96137,0.96446,0.96531,0.96611,0.96373,0.95765,,
Djibouti,DJI,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.42148,,0.49439,0.5267,0.54412,0.51883,,,,,,0.7147,0.72223,0.71834,0.71022,0.7052,0.71461,0.72321,0.72494,,,0.71479,0.77697,0.76689,0.75572,0.74704,0.73846,,0.71913,0.71502,0.71128,0.71751,,0.75024,0.75587,0.76483,0.82047,0.85484,0.90627,,1.00932,0.993,0.98329,1.00177,1.00581,1.01397,1.0255,1.01445,1.02002
Dominica,DMA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,1.07306,1.12733,1.12504,1.09318,1.14128,1.12482,1.13056,,,,,,,1.07094,1.06518,,,1.01845,,,,,,,,,1.13159,1.06045,1.04516,1.0518,1.05835,1.03825,1.03649,1.02587,1.02189,1.00523,1.03811,1.03262,1.02919,,,0.99576,0.98606,,,,
Denmark,DNK,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,0.99062,0.99062,0.9879,0.99631,0.99886,0.99496,0.99543,0.99805,1.00084,1.00271,1.00596,1.00642,1.01413,1.00848,1.00922,1.01381,1.01496,1.01731,1.0133,,1.02339,1.0291,1.02386,1.02712,1.02657,,1.02443,1.01886,1.01807,1.01705,1.01811,1.01238,1.00575,1.00558,1.00245,1.0091,1.01689,1.01845,1.00967,1.00288,,
Dominican Republic,DOM,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04378,1.0476,1.04057,,1.07087,,1.02597,1.03607,,1.03482,1.02837,0.96427,0.97235,0.98949,0.98647,0.9881,0.9852,0.98537,0.99023,0.99357,0.99734,
Algeria,DZA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.5991,0.62364,0.64047,0.64771,0.65805,0.66725,0.68089,0.69102,0.70764,0.71971,0.72934,0.73834,,0.75664,0.76736,0.78275,0.78966,0.79733,0.80852,0.81708,0.82949,0.84263,0.85443,0.8703,0.88354,0.89518,0.91834,,0.94892,0.96421,0.97402,0.98011,0.99055,0.99585,0.99926,1.00128,1.00128,0.9862,0.97905,0.99363,0.9949,,,,,,,,
