Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Bolivia,BOL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.25596,96.88193,97.44642,94.44821,90.71196,88.83914,89.91243,91.61031,94.83978,
Brazil,BRA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.22961,114.19943,109.36661,100.68465,,,,,,,,,,,,,,,
Barbados,BRB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.90099,98.39069,106.10086,103.47805,106.61055,97.66053,91.6478,93.93862,92.27579,94.60026,95.74749,95.61658,98.16754,,,,,,,88.74687,
Brunei Darussalam,BRN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,105.94972,105.62162,111.15496,98.00518,110.15047,103.82118,101.51589,100.54801,89.52447,90.80334,80.80404,82.80808,57.21238,,123.63359,,,,,98.54566,99.71207,98.21176,101.03111,99.27599,,109.20255,115.23734,116.59268,114.79095,121.65795,117.53295,119.99123,111.28146,107.35931,107.65468,107.42963,105.27432,101.90636,105.35389,110.977,107.06998,106.12393,100.11754,102.17228,,107.42722,107.97872,
Bhutan,BTN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,5.52817,5.89296,8.59552,9.45398,,,,,,,,,19.44156,,,,,23.7828,27.91487,,,,46.07048,49.9967,51.06835,51.48446,,,60.16422,66.09852,71.05857,72.63404,78.43049,80.8454,87.29344,89.07045,98.97335,96.63999,96.23844,,100.66216,100,,
Botswana,BWA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,43.12368,48.44844,55.41234,59.04258,61.66058,57.81361,51.65371,47.54697,54.5206,67.00711,71.17886,81.59173,84.94341,77.03475,79.70653,85.07299,94.60217,96.32908,93.10866,90.65614,93.86044,95.00334,95.93823,95.28196,100.23067,96.6938,98.69877,,99.06019,96.83099,96.82113,99.05276,99.85823,99.35737,98.39903,97.71693,101.55862,98.31128,99.47419,101.0794,,,101.20842,100.66117,,,,,,
Central African Republic,CAF,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,27.51475,25.91165,32.20167,28.53327,36.20072,31.08381,32.86008,40.62139,,,30.58946,30.29219,27.0963,,,38.50829,28.75412,29.98491,29.65986,31.57345,29.18168,23.34424,,,,,,,,,,,,23.84487,26.09931,26.11194,,34.81548,37.22557,39.2278,40.87233,42.82416,,,,40.87417,,,
Canada,CAN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.67921,96.13758,97.81784,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,92.44067,92.47794,91.96818,91.94355,94.16796,94.09547,95.03127,94.76552,94.52572,94.33243,94.00763,92.88931,92.47043,92.67513,93.55774,96.09875,94.84775,94.99978,94.71335,94.37115,93.04514,90.89114,91.06779,91.59595,92.01821,92.70933,94.90041,96.75725,96.2529,95.70993,95.71656,97.3082,96.69966,97.53997,98.58932,97.54273,96.28207,95.71606,94.78744,95.72089,97.24109,97.70147,96.79386,97.31368,97.1201,97.94968,97.44619,99.64987,99.67159,
Switzerland,CHE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,52.99501,60.07141,57.80822,56.35683,52.1565,51.8422,52.17471,51.32889,50.80754,49.95125,49.51714,48.57685,49.98759,51.3774,53.76269,55.32396,61.36081,62.42485,,73.11729,,,95.60773,96.67293,98.05579,98.28719,98.4866,99.44709,96.96641,93.92943,93.3588,94.40711,96.10912,96.19563,96.65714,97.41051,96.85575,95.57646,95.77347,96.82687,97.15868,,
Channel Islands,CHI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,79.31926,86.75844,91.151,92.23925,90.41998,90.85907,93.14679,90.61959,,,,,,97.87288,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.71445,98.82017,98.69904,98.90056,96.97696,95.48255,94.75356,,
China,CHN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.40504,101.56806,102.95119,99.28116,101.10172,103.51362,98.77064,93.32329,90.64084,,,,,,,,,91.63242,93.34789,99.27694,98.29463,,,,,,,,,,
Cote d'Ivoire,CIV,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,38.95356,39.49181,43.65326,47.59838,51.07735,51.85903,53.84351,56.54104,60.39486,,57.60623,55.89223,47.84963,48.57268,47.89424,48.16737,44.94597,42.70793,46.4774,42.27382,43.43759,43.2256,41.62898,42.88885,40.27171,40.23623,42.94899,43.29003,49.22525,,,,,43.74017,44.91417,,45.82095,,53.17803,54.47448,53.29364,54.86824,60.44213,64.16321,71.5999,,
Cameroon,CMR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,48.24616,47.71891,49.82643,51.37298,52.33341,62.913,53.15994,51.4421,51.60057,50.61079,50.77403,52.39157,53.77451,54.01558,55.57131,55.18456,,56.2503,54.95694,,,,,,,,48.48895,49.51233,,,56.61424,58.58127,,50.86168,54.11949,69.96147,69.69682,71.67993,70.71425,74.24182,,72.77978,74.17043,73.39319,68.21424,64.47068,
"Congo, Dem. Rep.",COD,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,41.38568,43.5494,,,,53.83528,56.7604,60.31843,,59.91346,62.08292,64.59004,67.00008,69.32863,,,,50.41149,,,52.33851,48.66859,56.14167,47.37846,,,,,34.88389,,,42.70937,,,,,55.44419,60.51384,63.11711,63.64162,65.57299,70.90409,69.77173,,69.91117,,,,
"Congo, Rep.",COG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,56.12145,59.64575,69.17152,57.28665,66.7975,69.06805,71.65294,71.87187,78.63624,79.49293,77.77372,77.09271,70.85446,74.07537,71.52521,72.54052,72.89888,73.36107,67.71862,58.92062,54.54944,61.9286,63.50217,54.16809,,49.55585,,,31.43742,,56.53613,59.27043,55.88826,80.37814,70.05938,75.98784,74.3582,69.18699,68.3948,68.42873,74.98303,71.60604,,,,,,,
Colombia,COL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,47.63889,50.68727,51.23989,54.13185,54.69746,,,,,,,,72.19385,74.89996,75.1134,69.35623,72.2938,71.89532,71.26156,71.00136,75.26025,74.44366,83.26189,84.21551,83.92336,87.99538,89.4512,,95.56419,96.71854,96.01168,92.80086,92.8196,,100.10397,104.17311,110.58097,112.73173,113.02171,117.86193,116.95599,115.31002,109.66822,99.79444,99.2422,100.03305,101.71125,105.9868,106.46328,
Comoros,COM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,60.67085,,,,,68.1503,54.99891,,,,,45.61885,40.11248,48.32478,,,,,49.13398,,,58.13922,57.26399,61.90852,,,64.08012,73.323,,,,,74.6988,77.67992,,,76.72008,,
Cabo Verde,CPV,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,10.30418,12.64717,19.30606,14.26075,13.83692,13.60424,17.08034,27.57768,25.05111,22.34733,31.4243,32.96968,36.39403,40.85139,46.68529,,60.22657,,,,76.12308,,,,101.49073,,105.99315,98.75489,98.83446,98.8822,96.1721,81.75217,94.72468,91.75924,99.71652,96.83359,101.10082,96.29145,97.75908,92.35906,94.72225,95.21536,91.03706,87.40142,87.29021,
Costa Rica,CRI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,74.35175,74.5207,83.95071,87.87847,86.75444,85.06714,81.28583,89.1139,86.45614,84.24118,84.92751,88.30892,88.68183,82.16147,75.13878,78.1552,78.51461,75.5227,75.69017,74.94454,74.33677,79.10007,81.13607,83.06502,81.70584,80.54984,81.92178,,,82.95271,88.31564,91.27375,93.49245,,94.08341,93.50606,90.26893,92.70089,94.4894,97.94899,99.32607,104.36045,102.4104,98.64965,98.42607,99.5866,97.32091,96.77837,98.59437,
Caribbean small states,CSS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,90.10563,89.67889,91.69168,91.28292,92.70635,90.31057,91.42263,92.64233,91.8566,91.59791,89.1961,89.85229,91.56037,92.65902,94.59217,95.19094,94.12368,93.40122,92.05406,90.26953,88.44622,88.23133,89.08432,91.05336,92.90173,91.96534,87.00354,88.51022,87.83905,89.7535,90.13551,90.79399,90.3046,90.832,91.85729,90.52493,91.6818,92.11843,91.15279,91.25849,91.51285,91.14359,91.27883,90.84398,
Cuba,CUB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,67.27224,59.82015,66.61038,76.2064,80.00464,94.1059,112.21994,120.7574,115.76306,107.20335,97.85647,87.3845,95.58802,99.6824,96.20463,92.95762,95.91422,94.14445,95.13221,92.97296,93.3784,86.04394,83.34893,96.23451,96.76855,97.26059,,,93.80255,95.54506,95.89135,102.1481,98.56324,96.585,97.92653,95.89934,94.34615,89.0286,95.75438,94.98465,95.78063,94.9207,93.86077,98.09443,97.07624,92.82561,89.52382,84.13141,
Curacao,CUW,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,87.75525,87.38424,84.59438,86.59827,79.1223,78.65077,72.23928,77.63688,83.58892,73.07264,89.33345,77.80879,78.40547,76.00438,58.13023,61.31049,68.53172,78.93495,78.21712,78.59986,83.33194,82.68611,100.76701,104.23888,99.69097,97.15772,98.86197,,100.71855,97.6595,98.04249,100.45012,101.18464,87.55183,100.0818,101.14621,99.95163,100.24621,103.16041,99.31649,101.7331,100.06414,98.33207,99.82538,96.81906,98.46739,101.26973,,
Czech Republic,CZE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.68902,103.84731,104.55553,108.63614,,,99.46568,99.34734,99.44711,104.01403,99.17994,99.77955,98.93744,93.8982,95.59894,98.50746,103.52328,106.45678,103.75914,100.99044,99.76104,98.16072,96.07079,97.06747,97.84404,,
Germany,DEU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.33135,96.70506,96.1679,96.69756,98.83876,,101.46328,104.34692,105.79571,101.67014,100.68124,99.47027,96.87964,98.4968,103.53698,101.97903,102.3838,102.01535,101.56688,98.65314,98.39869,97.28271,98.9183,97.9372,98.80514,,
Djibouti,DJI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,20.38123,20.44888,20.19653,20.40973,19.06676,,,,,,,,,,26.25857,29.08726,27.41121,30.51026,28.51501,24.49827,27.5253,24.70535,27.87883,30.15399,27.61917,24.8395,,23.43959,26.69269,26.41596,,,,33.60457,38.25157,,44.66271,,,50.78262,,50.69831,59.97707,65.59613,67.35251,62.97632,66.38029,
Dominica,DMA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.05621,,,,,,,,,,,126.06299,119.42724,117.71968,100.5472,94.57162,95.10358,93.39045,84.30521,86.15085,82.23281,78.96996,77.03927,86.68262,97.30413,96.42538,100.85714,105.95358,113.9267,,,
Denmark,DNK,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,95.60695,92.49302,93.83873,92.67747,94.18851,101.27813,100.74891,108.11135,109.42116,102.22899,93.27627,91.28052,92.1761,97.77244,99.98391,97.04543,98.41899,102.33848,97.65247,95.36968,97.75566,97.01695,99.28284,96.84341,,,,101.62769,101.44978,100.14678,101.35879,105.41577,,100.65758,100.35957,102.03966,101.75592,100.97058,97.97302,99.11993,99.62967,98.25849,99.27841,98.77498,98.73803,103.88269,103.7764,,
Dominican Republic,DOM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,34.55995,,,,,,,,,,52.35598,,,,,,,,,,,,,62.50824,,,,,73.22202,78.81883,,92.23331,,88.62722,,85.80622,92.6831,,93.8494,92.69574,93.07074,93.52137,94.23554,95.26005,99.52608,99.15803,95.32809,93.12752,
Algeria,DZA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,41.58807,43.55275,45.92299,51.53574,57.69171,60.85815,63.47656,63.32093,62.82874,66.71124,68.12205,70.56376,74.88333,88.41492,72.63892,74.59693,75.62871,78.52592,77.42843,76.60082,79.85958,79.63572,78.894,80.38665,83.55748,83.79032,,82.82456,80.16639,86.29779,88.0823,89.71992,91.3253,93.07539,83.62891,94.39851,112.97665,91.88226,95.617,97.6363,101.55288,106.03168,108.39158,105.54672,105.59005,105.63671,105.14396,
East Asia & Pacific (excluding high income),EAP,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.52961,95.51334,95.76039,96.18503,93.64391,95.36378,97.30579,94.42063,91.02855,89.53421,90.39151,91.24031,92.33186,93.5258,92.9779,92.85158,92.52302,92.1188,91.70039,93.39437,97.12376,96.78929,96.05788,94.30042,95.34989,94.90469,92.26734,90.89207,93.37515,95.95939,97.60904,
Early-demographic dividend,EAR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,49.48773,49.53027,49.89772,50.76916,51.11765,52.15655,53.21868,54.19368,55.05802,55.8259,57.39632,58.98891,60.7896,62.60475,64.84528,66.99703,68.19943,69.05871,70.15082,70.47273,70.76591,71.16467,72.03284,72.82621,73.52676,74.15456,73.92974,73.81077,73.95251,73.92291,75.54811,76.56141,78.45491,80.69824,82.47519,84.27616,84.84125,86.46272,87.96529,88.8688,89.37707,88.99539,90.93493,91.63755,92.80858,92.8953,92.33046,92.01445,92.59526,
East Asia & Pacific,EAS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.13944,95.00169,95.32739,95.6231,93.58326,95.18799,97.05724,94.38739,91.11063,89.62708,90.52871,91.42715,92.48216,93.65651,93.05339,93.05684,92.76438,92.37757,92.03941,93.6729,97.1084,96.79732,96.12815,94.58197,95.75289,95.20765,92.65829,91.48565,93.75753,96.09749,97.65145,
Europe & Central Asia (excluding high income),ECA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,94.85173,94.96116,95.46054,96.13118,96.04127,98.32338,95.9232,96.34476,96.56769,96.41553,95.61047,95.49134,94.46003,93.924,94.23252,94.22014,94.02043,94.03005,96.20932,97.2209,96.26313,97.22133,99.09472,97.06041,95.67424,96.26317,97.40222,97.77533,98.99083,98.09411,98.4107,97.92567,98.64724,96.54248,96.47238,96.83682,
Europe & Central Asia,ECS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,95.55614,95.28784,95.36624,95.61523,96.30781,96.35385,96.38154,96.42145,96.23437,96.28524,95.86298,95.72436,95.39083,95.73543,96.33579,96.60731,96.19289,97.74563,96.44729,96.60686,96.69275,96.91946,96.69825,96.2514,95.49887,95.45839,95.65013,95.72759,95.66508,95.8607,97.57286,97.81599,97.28385,97.56069,97.80913,96.63095,96.40456,96.77273,97.26589,97.48984,98.06938,97.42636,97.58627,97.25536,98.03992,96.76053,96.99245,97.20955,
