STATE,STATENAME,ST_CASE,VEH_NO,MDRDSTRD,MDRDSTRDNAME
1,Alabama,10001,1,99,Reported as Unknown if Distracted
1,Alabama,10001,2,0,Not Distracted
1,Alabama,10002,1,99,Reported as Unknown if Distracted
1,Alabama,10002,2,99,Reported as Unknown if Distracted
1,Alabama,10003,1,99,Reported as Unknown if Distracted
1,Alabama,10003,2,0,Not Distracted
1,Alabama,10003,3,96,Not Reported
1,Alabama,10004,1,0,Not Distracted
1,Alabama,10005,1,99,Reported as Unknown if Distracted
1,Alabama,10006,1,96,Not Reported
1,Alabama,10006,2,0,Not Distracted
1,Alabama,10007,1,96,Not Reported
1,Alabama,10008,1,99,Reported as Unknown if Distracted
1,Alabama,10009,1,99,Reported as Unknown if Distracted
1,Alabama,10010,1,99,Reported as Unknown if Distracted
1,Alabama,10011,1,0,Not Distracted
1,Alabama,10012,1,96,Not Reported
1,Alabama,10013,1,96,Not Reported
1,Alabama,10014,1,96,Not Reported
1,Alabama,10015,1,99,Reported as Unknown if Distracted
1,Alabama,10015,2,0,Not Distracted
1,Alabama,10016,1,99,Reported as Unknown if Distracted
1,Alabama,10016,2,96,Not Reported
1,Alabama,10016,3,96,Not Reported
1,Alabama,10017,1,96,Not Reported
1,Alabama,10017,2,96,Not Reported
1,Alabama,10018,1,0,Not Distracted
1,Alabama,10019,1,99,Reported as Unknown if Distracted
1,Alabama,10020,1,99,Reported as Unknown if Distracted
1,Alabama,10021,1,99,Reported as Unknown if Distracted
1,Alabama,10021,2,96,Not Reported
1,Alabama,10022,1,99,Reported as Unknown if Distracted
1,Alabama,10023,1,99,Reported as Unknown if Distracted
1,Alabama,10023,2,99,Reported as Unknown if Distracted
1,Alabama,10024,1,99,Reported as Unknown if Distracted
1,Alabama,10025,1,96,Not Reported
1,Alabama,10025,2,0,Not Distracted
1,Alabama,10025,3,96,Not Reported
1,Alabama,10026,1,96,Not Reported
1,Alabama,10027,1,99,Reported as Unknown if Distracted
1,Alabama,10028,1,99,Reported as Unknown if Distracted
1,Alabama,10028,2,96,Not Reported
1,Alabama,10028,3,96,Not Reported
1,Alabama,10028,4,96,Not Reported
1,Alabama,10029,1,99,Reported as Unknown if Distracted
1,Alabama,10030,1,96,Not Reported
1,Alabama,10031,1,96,Not Reported
1,Alabama,10031,2,96,Not Reported
1,Alabama,10032,1,92,"Distraction (Distracted), Details Unknown"
1,Alabama,10033,1,96,Not Reported
1,Alabama,10033,2,96,Not Reported
1,Alabama,10034,1,96,Not Reported
1,Alabama,10034,2,96,Not Reported
1,Alabama,10035,1,99,Reported as Unknown if Distracted
1,Alabama,10036,1,99,Reported as Unknown if Distracted
1,Alabama,10037,1,0,Not Distracted
1,Alabama,10038,1,96,Not Reported
1,Alabama,10039,1,99,Reported as Unknown if Distracted
1,Alabama,10040,1,99,Reported as Unknown if Distracted
1,Alabama,10041,1,99,Reported as Unknown if Distracted
1,Alabama,10042,1,96,Not Reported
1,Alabama,10042,2,96,Not Reported
1,Alabama,10043,1,96,Not Reported
1,Alabama,10043,2,96,Not Reported
1,Alabama,10044,1,96,Not Reported
1,Alabama,10044,2,0,Not Distracted
1,Alabama,10045,1,96,Not Reported
1,Alabama,10045,2,96,Not Reported
1,Alabama,10046,1,96,Not Reported
1,Alabama,10047,1,99,Reported as Unknown if Distracted
1,Alabama,10047,2,99,Reported as Unknown if Distracted
1,Alabama,10048,1,99,Reported as Unknown if Distracted
1,Alabama,10049,1,99,Reported as Unknown if Distracted
1,Alabama,10050,1,96,Not Reported
1,Alabama,10050,2,0,Not Distracted
1,Alabama,10051,1,96,Not Reported
1,Alabama,10051,2,99,Reported as Unknown if Distracted
1,Alabama,10052,1,99,Reported as Unknown if Distracted
1,Alabama,10052,2,0,Not Distracted
1,Alabama,10053,1,3,By Other Occupant(s)
1,Alabama,10054,1,0,Not Distracted
1,Alabama,10055,1,99,Reported as Unknown if Distracted
1,Alabama,10055,2,0,Not Distracted
1,Alabama,10056,1,96,Not Reported
1,Alabama,10056,2,0,Not Distracted
1,Alabama,10057,1,99,Reported as Unknown if Distracted
1,Alabama,10058,1,99,Reported as Unknown if Distracted
1,Alabama,10059,1,99,Reported as Unknown if Distracted
1,Alabama,10059,2,96,Not Reported
1,Alabama,10059,3,96,Not Reported
1,Alabama,10060,1,99,Reported as Unknown if Distracted
1,Alabama,10060,2,0,Not Distracted
1,Alabama,10061,1,99,Reported as Unknown if Distracted
1,Alabama,10062,1,96,Not Reported
1,Alabama,10062,2,96,Not Reported
1,Alabama,10063,1,99,Reported as Unknown if Distracted
1,Alabama,10064,1,96,Not Reported
1,Alabama,10065,1,99,Reported as Unknown if Distracted
1,Alabama,10066,1,99,Reported as Unknown if Distracted
1,Alabama,10066,2,99,Reported as Unknown if Distracted
1,Alabama,10067,1,0,Not Distracted
1,Alabama,10068,1,99,Reported as Unknown if Distracted
1,Alabama,10068,2,99,Reported as Unknown if Distracted
1,Alabama,10068,3,96,Not Reported
1,Alabama,10068,4,96,Not Reported
1,Alabama,10069,1,0,Not Distracted
1,Alabama,10069,2,96,Not Reported
1,Alabama,10070,1,99,Reported as Unknown if Distracted
1,Alabama,10071,1,99,Reported as Unknown if Distracted
1,Alabama,10072,1,99,Reported as Unknown if Distracted
1,Alabama,10073,1,0,Not Distracted
1,Alabama,10074,1,7,Adjusting Audio Or Climate Controls
1,Alabama,10074,2,96,Not Reported
1,Alabama,10075,1,99,Reported as Unknown if Distracted
1,Alabama,10076,1,99,Reported as Unknown if Distracted
1,Alabama,10076,2,16,No Driver Present/Unknown if Driver present
1,Alabama,10077,1,99,Reported as Unknown if Distracted
1,Alabama,10078,1,99,Reported as Unknown if Distracted
1,Alabama,10078,2,96,Not Reported
1,Alabama,10079,1,99,Reported as Unknown if Distracted
1,Alabama,10080,1,99,Reported as Unknown if Distracted
1,Alabama,10081,1,99,Reported as Unknown if Distracted
1,Alabama,10081,2,99,Reported as Unknown if Distracted
1,Alabama,10082,1,0,Not Distracted
1,Alabama,10082,2,99,Reported as Unknown if Distracted
1,Alabama,10083,1,96,Not Reported
1,Alabama,10083,2,0,Not Distracted
1,Alabama,10084,1,99,Reported as Unknown if Distracted
1,Alabama,10084,2,96,Not Reported
1,Alabama,10085,1,99,Reported as Unknown if Distracted
1,Alabama,10086,1,0,Not Distracted
1,Alabama,10086,2,96,Not Reported
1,Alabama,10087,1,99,Reported as Unknown if Distracted
1,Alabama,10089,1,96,Not Reported
1,Alabama,10089,2,0,Not Distracted
1,Alabama,10089,3,0,Not Distracted
1,Alabama,10090,1,96,Not Reported
1,Alabama,10090,2,96,Not Reported
1,Alabama,10091,1,92,"Distraction (Distracted), Details Unknown"
1,Alabama,10092,1,96,Not Reported
1,Alabama,10093,1,99,Reported as Unknown if Distracted
1,Alabama,10094,1,96,Not Reported
1,Alabama,10095,1,99,Reported as Unknown if Distracted
1,Alabama,10096,1,96,Not Reported
1,Alabama,10096,2,96,Not Reported
1,Alabama,10097,1,99,Reported as Unknown if Distracted
1,Alabama,10098,1,96,Not Reported
1,Alabama,10098,2,0,Not Distracted
1,Alabama,10099,1,99,Reported as Unknown if Distracted
1,Alabama,10099,2,99,Reported as Unknown if Distracted
1,Alabama,10100,1,99,Reported as Unknown if Distracted
1,Alabama,10100,2,0,Not Distracted
1,Alabama,10101,1,96,Not Reported
1,Alabama,10101,2,96,Not Reported
1,Alabama,10102,1,99,Reported as Unknown if Distracted
1,Alabama,10103,1,6,While Manipulating Mobile Phone
1,Alabama,10104,1,99,Reported as Unknown if Distracted
1,Alabama,10105,1,99,Reported as Unknown if Distracted
1,Alabama,10106,1,0,Not Distracted
1,Alabama,10107,1,99,Reported as Unknown if Distracted
1,Alabama,10108,1,99,Reported as Unknown if Distracted
1,Alabama,10108,2,96,Not Reported
1,Alabama,10109,1,99,Reported as Unknown if Distracted
1,Alabama,10110,1,16,No Driver Present/Unknown if Driver present
1,Alabama,10110,2,0,Not Distracted
1,Alabama,10111,1,96,Not Reported
1,Alabama,10111,2,96,Not Reported
1,Alabama,10112,1,99,Reported as Unknown if Distracted
1,Alabama,10112,2,96,Not Reported
1,Alabama,10112,3,96,Not Reported
1,Alabama,10113,1,99,Reported as Unknown if Distracted
1,Alabama,10113,2,96,Not Reported
1,Alabama,10114,1,96,Not Reported
1,Alabama,10115,1,99,Reported as Unknown if Distracted
1,Alabama,10115,2,96,Not Reported
1,Alabama,10116,1,96,Not Reported
1,Alabama,10117,1,96,Not Reported
1,Alabama,10118,1,96,Not Reported
1,Alabama,10119,1,96,Not Reported
1,Alabama,10120,1,96,Not Reported
1,Alabama,10120,2,96,Not Reported
1,Alabama,10121,1,99,Reported as Unknown if Distracted
1,Alabama,10121,2,96,Not Reported
1,Alabama,10122,1,96,Not Reported
1,Alabama,10123,1,0,Not Distracted
1,Alabama,10124,1,99,Reported as Unknown if Distracted
1,Alabama,10124,2,96,Not Reported
1,Alabama,10125,1,99,Reported as Unknown if Distracted
1,Alabama,10126,1,96,Not Reported
1,Alabama,10127,1,99,Reported as Unknown if Distracted
1,Alabama,10128,1,99,Reported as Unknown if Distracted
1,Alabama,10129,1,99,Reported as Unknown if Distracted
1,Alabama,10130,1,92,"Distraction (Distracted), Details Unknown"
1,Alabama,10131,1,99,Reported as Unknown if Distracted
1,Alabama,10131,2,96,Not Reported
1,Alabama,10132,1,0,Not Distracted
1,Alabama,10132,2,96,Not Reported
1,Alabama,10133,1,15,Other Mobile Phone Related
1,Alabama,10133,2,96,Not Reported
1,Alabama,10134,1,96,Not Reported
1,Alabama,10135,1,96,Not Reported
1,Alabama,10136,1,96,Not Reported
1,Alabama,10136,2,99,Reported as Unknown if Distracted
1,Alabama,10137,1,99,Reported as Unknown if Distracted
1,Alabama,10137,2,0,Not Distracted
1,Alabama,10138,1,96,Not Reported
1,Alabama,10139,1,99,Reported as Unknown if Distracted
1,Alabama,10139,2,96,Not Reported
1,Alabama,10140,1,99,Reported as Unknown if Distracted
1,Alabama,10140,2,96,Not Reported
1,Alabama,10141,1,96,Not Reported
1,Alabama,10141,2,96,Not Reported
1,Alabama,10142,1,96,Not Reported
1,Alabama,10142,2,96,Not Reported
1,Alabama,10143,1,96,Not Reported
1,Alabama,10143,2,96,Not Reported
1,Alabama,10144,1,96,Not Reported
1,Alabama,10145,1,96,Not Reported
1,Alabama,10145,2,96,Not Reported
1,Alabama,10146,1,96,Not Reported
1,Alabama,10146,2,0,Not Distracted
1,Alabama,10147,1,99,Reported as Unknown if Distracted
1,Alabama,10147,2,96,Not Reported
1,Alabama,10148,1,96,Not Reported
1,Alabama,10149,1,96,Not Reported
1,Alabama,10150,1,96,Not Reported
1,Alabama,10151,1,99,Reported as Unknown if Distracted
1,Alabama,10152,1,96,Not Reported
1,Alabama,10152,2,96,Not Reported
1,Alabama,10152,3,96,Not Reported
1,Alabama,10153,1,99,Reported as Unknown if Distracted
1,Alabama,10153,2,0,Not Distracted
1,Alabama,10154,1,99,Reported as Unknown if Distracted
1,Alabama,10156,1,96,Not Reported
1,Alabama,10157,1,6,While Manipulating Mobile Phone
1,Alabama,10158,1,96,Not Reported
1,Alabama,10159,1,16,No Driver Present/Unknown if Driver present
1,Alabama,10159,2,96,Not Reported
1,Alabama,10160,1,99,Reported as Unknown if Distracted
1,Alabama,10161,1,0,Not Distracted
1,Alabama,10162,1,99,Reported as Unknown if Distracted
1,Alabama,10163,1,96,Not Reported
1,Alabama,10163,2,96,Not Reported
1,Alabama,10164,1,96,Not Reported
1,Alabama,10165,1,99,Reported as Unknown if Distracted
1,Alabama,10166,1,99,Reported as Unknown if Distracted
1,Alabama,10166,2,96,Not Reported
1,Alabama,10168,1,99,Reported as Unknown if Distracted
1,Alabama,10168,2,96,Not Reported
1,Alabama,10169,1,96,Not Reported
1,Alabama,10170,1,99,Reported as Unknown if Distracted
1,Alabama,10171,1,99,Reported as Unknown if Distracted
1,Alabama,10171,2,96,Not Reported
1,Alabama,10172,1,0,Not Distracted
1,Alabama,10173,1,99,Reported as Unknown if Distracted
1,Alabama,10174,1,99,Reported as Unknown if Distracted
1,Alabama,10174,2,96,Not Reported
1,Alabama,10174,3,0,Not Distracted
1,Alabama,10175,1,99,Reported as Unknown if Distracted
1,Alabama,10176,1,96,Not Reported
1,Alabama,10177,1,96,Not Reported
1,Alabama,10178,1,96,Not Reported
1,Alabama,10179,1,96,Not Reported
1,Alabama,10180,1,99,Reported as Unknown if Distracted
1,Alabama,10181,1,96,Not Reported
1,Alabama,10182,1,96,Not Reported
1,Alabama,10182,2,96,Not Reported
1,Alabama,10183,1,99,Reported as Unknown if Distracted
1,Alabama,10184,1,99,Reported as Unknown if Distracted
1,Alabama,10185,1,96,Not Reported
1,Alabama,10186,1,99,Reported as Unknown if Distracted
1,Alabama,10187,1,99,Reported as Unknown if Distracted
1,Alabama,10188,1,99,Reported as Unknown if Distracted
1,Alabama,10188,2,96,Not Reported
1,Alabama,10188,3,96,Not Reported
1,Alabama,10189,1,96,Not Reported
1,Alabama,10189,2,96,Not Reported
1,Alabama,10189,3,0,Not Distracted
1,Alabama,10190,1,96,Not Reported
1,Alabama,10190,2,0,Not Distracted
1,Alabama,10191,1,99,Reported as Unknown if Distracted
1,Alabama,10191,2,96,Not Reported
1,Alabama,10192,1,99,Reported as Unknown if Distracted
1,Alabama,10193,1,99,Reported as Unknown if Distracted
1,Alabama,10195,1,96,Not Reported
1,Alabama,10195,2,16,No Driver Present/Unknown if Driver present
1,Alabama,10196,1,96,Not Reported
1,Alabama,10197,1,99,Reported as Unknown if Distracted
1,Alabama,10197,2,0,Not Distracted
1,Alabama,10198,1,16,No Driver Present/Unknown if Driver present
1,Alabama,10198,2,99,Reported as Unknown if Distracted
1,Alabama,10199,1,6,While Manipulating Mobile Phone
1,Alabama,10200,1,0,Not Distracted
1,Alabama,10201,1,99,Reported as Unknown if Distracted
1,Alabama,10202,1,96,Not Reported
1,Alabama,10203,1,99,Reported as Unknown if Distracted
1,Alabama,10204,1,99,Reported as Unknown if Distracted
1,Alabama,10204,2,96,Not Reported
1,Alabama,10205,1,96,Not Reported
1,Alabama,10205,2,0,Not Distracted
1,Alabama,10206,1,96,Not Reported
1,Alabama,10206,2,96,Not Reported
1,Alabama,10207,1,15,Other Mobile Phone Related
1,Alabama,10207,2,96,Not Reported
1,Alabama,10208,1,96,Not Reported
1,Alabama,10209,1,96,Not Reported
1,Alabama,10210,1,3,By Other Occupant(s)
1,Alabama,10211,1,99,Reported as Unknown if Distracted
1,Alabama,10211,2,99,Reported as Unknown if Distracted
1,Alabama,10212,1,99,Reported as Unknown if Distracted
1,Alabama,10213,1,96,Not Reported
1,Alabama,10213,2,96,Not Reported
1,Alabama,10214,1,0,Not Distracted
1,Alabama,10215,1,99,Reported as Unknown if Distracted
1,Alabama,10215,2,99,Reported as Unknown if Distracted
1,Alabama,10216,1,96,Not Reported
1,Alabama,10217,1,12,"Distracted by Outside Person, Object or Event"
1,Alabama,10218,1,99,Reported as Unknown if Distracted
1,Alabama,10218,2,96,Not Reported
1,Alabama,10219,1,96,Not Reported
1,Alabama,10219,2,96,Not Reported
1,Alabama,10219,3,0,Not Distracted
1,Alabama,10220,1,99,Reported as Unknown if Distracted
1,Alabama,10220,2,96,Not Reported
1,Alabama,10221,1,99,Reported as Unknown if Distracted
1,Alabama,10221,2,96,Not Reported
1,Alabama,10222,1,99,Reported as Unknown if Distracted
1,Alabama,10223,1,99,Reported as Unknown if Distracted
1,Alabama,10223,2,99,Reported as Unknown if Distracted
1,Alabama,10224,1,99,Reported as Unknown if Distracted
1,Alabama,10225,1,96,Not Reported
1,Alabama,10226,1,96,Not Reported
1,Alabama,10227,1,99,Reported as Unknown if Distracted
1,Alabama,10228,1,99,Reported as Unknown if Distracted
1,Alabama,10228,2,96,Not Reported
1,Alabama,10229,1,96,Not Reported
1,Alabama,10229,2,96,Not Reported
1,Alabama,10230,1,99,Reported as Unknown if Distracted
1,Alabama,10231,1,99,Reported as Unknown if Distracted
1,Alabama,10232,1,99,Reported as Unknown if Distracted
1,Alabama,10233,1,92,"Distraction (Distracted), Details Unknown"
1,Alabama,10233,2,0,Not Distracted
1,Alabama,10234,1,15,Other Mobile Phone Related
1,Alabama,10234,2,96,Not Reported
1,Alabama,10235,1,96,Not Reported
1,Alabama,10236,1,96,Not Reported
1,Alabama,10237,1,96,Not Reported
1,Alabama,10237,2,96,Not Reported
1,Alabama,10238,1,96,Not Reported
1,Alabama,10239,1,99,Reported as Unknown if Distracted
1,Alabama,10240,1,96,Not Reported
1,Alabama,10240,2,96,Not Reported
1,Alabama,10240,3,99,Reported as Unknown if Distracted
1,Alabama,10241,1,99,Reported as Unknown if Distracted
1,Alabama,10242,1,96,Not Reported
1,Alabama,10243,1,99,Reported as Unknown if Distracted
1,Alabama,10244,1,99,Reported as Unknown if Distracted
1,Alabama,10245,1,99,Reported as Unknown if Distracted
1,Alabama,10245,2,99,Reported as Unknown if Distracted
1,Alabama,10245,3,0,Not Distracted
1,Alabama,10246,1,99,Reported as Unknown if Distracted
1,Alabama,10247,1,96,Not Reported
1,Alabama,10248,1,96,Not Reported
1,Alabama,10249,1,96,Not Reported
1,Alabama,10250,1,96,Not Reported
1,Alabama,10251,1,96,Not Reported
1,Alabama,10252,1,99,Reported as Unknown if Distracted
1,Alabama,10252,2,99,Reported as Unknown if Distracted
1,Alabama,10253,1,99,Reported as Unknown if Distracted
1,Alabama,10254,1,99,Reported as Unknown if Distracted
1,Alabama,10254,2,99,Reported as Unknown if Distracted
1,Alabama,10254,3,99,Reported as Unknown if Distracted
1,Alabama,10255,1,99,Reported as Unknown if Distracted
1,Alabama,10256,1,3,By Other Occupant(s)
1,Alabama,10257,1,96,Not Reported
1,Alabama,10257,2,96,Not Reported
1,Alabama,10258,1,99,Reported as Unknown if Distracted
1,Alabama,10258,2,96,Not Reported
1,Alabama,10259,1,99,Reported as Unknown if Distracted
1,Alabama,10259,2,0,Not Distracted
1,Alabama,10259,3,96,Not Reported
1,Alabama,10259,4,96,Not Reported
1,Alabama,10260,1,99,Reported as Unknown if Distracted
1,Alabama,10260,2,96,Not Reported
1,Alabama,10261,1,99,Reported as Unknown if Distracted
1,Alabama,10262,1,99,Reported as Unknown if Distracted
1,Alabama,10262,2,99,Reported as Unknown if Distracted
1,Alabama,10263,1,99,Reported as Unknown if Distracted
1,Alabama,10263,2,99,Reported as Unknown if Distracted
1,Alabama,10264,1,99,Reported as Unknown if Distracted
1,Alabama,10265,1,96,Not Reported
1,Alabama,10266,1,15,Other Mobile Phone Related
1,Alabama,10266,2,96,Not Reported
1,Alabama,10267,1,99,Reported as Unknown if Distracted
1,Alabama,10267,2,0,Not Distracted
1,Alabama,10268,1,99,Reported as Unknown if Distracted
1,Alabama,10268,2,99,Reported as Unknown if Distracted
1,Alabama,10269,1,99,Reported as Unknown if Distracted
1,Alabama,10269,2,0,Not Distracted
1,Alabama,10269,3,0,Not Distracted
1,Alabama,10270,1,96,Not Reported
1,Alabama,10270,2,96,Not Reported
1,Alabama,10271,1,96,Not Reported
1,Alabama,10271,2,96,Not Reported
1,Alabama,10272,1,99,Reported as Unknown if Distracted
1,Alabama,10273,1,99,Reported as Unknown if Distracted
1,Alabama,10274,1,99,Reported as Unknown if Distracted
1,Alabama,10274,2,96,Not Reported
1,Alabama,10274,3,0,Not Distracted
1,Alabama,10275,1,0,Not Distracted
1,Alabama,10276,1,0,Not Distracted
1,Alabama,10277,1,0,Not Distracted
1,Alabama,10278,1,16,No Driver Present/Unknown if Driver present
1,Alabama,10278,2,96,Not Reported
1,Alabama,10279,1,98,Other Distraction [Specify:]
1,Alabama,10279,2,0,Not Distracted
1,Alabama,10280,1,99,Reported as Unknown if Distracted
1,Alabama,10280,2,99,Reported as Unknown if Distracted
1,Alabama,10281,1,99,Reported as Unknown if Distracted
1,Alabama,10281,2,99,Reported as Unknown if Distracted
1,Alabama,10282,1,96,Not Reported
1,Alabama,10282,2,0,Not Distracted
1,Alabama,10283,1,96,Not Reported
1,Alabama,10283,2,96,Not Reported
1,Alabama,10284,1,99,Reported as Unknown if Distracted
1,Alabama,10284,2,96,Not Reported
1,Alabama,10285,1,99,Reported as Unknown if Distracted
1,Alabama,10286,1,96,Not Reported
1,Alabama,10286,2,0,Not Distracted
1,Alabama,10287,1,99,Reported as Unknown if Distracted
1,Alabama,10287,2,99,Reported as Unknown if Distracted
1,Alabama,10288,1,0,Not Distracted
1,Alabama,10289,1,0,Not Distracted
1,Alabama,10290,1,96,Not Reported
1,Alabama,10291,1,96,Not Reported
1,Alabama,10292,1,96,Not Reported
1,Alabama,10293,1,96,Not Reported
1,Alabama,10294,1,99,Reported as Unknown if Distracted
1,Alabama,10295,1,99,Reported as Unknown if Distracted
1,Alabama,10296,1,99,Reported as Unknown if Distracted
1,Alabama,10297,1,99,Reported as Unknown if Distracted
1,Alabama,10297,2,99,Reported as Unknown if Distracted
1,Alabama,10297,3,0,Not Distracted
1,Alabama,10298,1,99,Reported as Unknown if Distracted
1,Alabama,10298,2,99,Reported as Unknown if Distracted
1,Alabama,10299,1,99,Reported as Unknown if Distracted
1,Alabama,10299,2,99,Reported as Unknown if Distracted
1,Alabama,10300,1,99,Reported as Unknown if Distracted
1,Alabama,10300,2,0,Not Distracted
1,Alabama,10301,1,15,Other Mobile Phone Related
1,Alabama,10301,2,0,Not Distracted
1,Alabama,10302,1,96,Not Reported
1,Alabama,10302,2,16,No Driver Present/Unknown if Driver present
1,Alabama,10302,3,16,No Driver Present/Unknown if Driver present
1,Alabama,10303,1,96,Not Reported
1,Alabama,10304,1,99,Reported as Unknown if Distracted
1,Alabama,10305,1,99,Reported as Unknown if Distracted
1,Alabama,10306,1,96,Not Reported
1,Alabama,10307,1,96,Not Reported
1,Alabama,10307,2,96,Not Reported
1,Alabama,10308,1,99,Reported as Unknown if Distracted
1,Alabama,10309,1,96,Not Reported
1,Alabama,10309,2,96,Not Reported
1,Alabama,10309,3,96,Not Reported
1,Alabama,10310,1,96,Not Reported
1,Alabama,10311,1,92,"Distraction (Distracted), Details Unknown"
1,Alabama,10312,1,96,Not Reported
1,Alabama,10313,1,92,"Distraction (Distracted), Details Unknown"
1,Alabama,10313,2,96,Not Reported
1,Alabama,10314,1,96,Not Reported
1,Alabama,10314,2,96,Not Reported
1,Alabama,10315,1,99,Reported as Unknown if Distracted
1,Alabama,10315,2,99,Reported as Unknown if Distracted
1,Alabama,10316,1,99,Reported as Unknown if Distracted
1,Alabama,10317,1,0,Not Distracted
1,Alabama,10318,1,99,Reported as Unknown if Distracted
1,Alabama,10319,1,0,Not Distracted
1,Alabama,10319,2,96,Not Reported
1,Alabama,10320,1,96,Not Reported
1,Alabama,10320,2,96,Not Reported
1,Alabama,10321,1,99,Reported as Unknown if Distracted
1,Alabama,10322,1,99,Reported as Unknown if Distracted
1,Alabama,10322,2,96,Not Reported
1,Alabama,10323,1,96,Not Reported
1,Alabama,10323,2,96,Not Reported
1,Alabama,10324,1,96,Not Reported
1,Alabama,10325,1,96,Not Reported
1,Alabama,10325,2,96,Not Reported
1,Alabama,10326,1,99,Reported as Unknown if Distracted
1,Alabama,10326,2,96,Not Reported
1,Alabama,10326,3,96,Not Reported
1,Alabama,10327,1,96,Not Reported
1,Alabama,10328,1,99,Reported as Unknown if Distracted
1,Alabama,10328,2,0,Not Distracted
1,Alabama,10329,1,99,Reported as Unknown if Distracted
1,Alabama,10329,2,0,Not Distracted
1,Alabama,10330,1,99,Reported as Unknown if Distracted
1,Alabama,10331,1,0,Not Distracted
1,Alabama,10331,2,96,Not Reported
1,Alabama,10332,1,99,Reported as Unknown if Distracted
1,Alabama,10332,2,96,Not Reported
1,Alabama,10333,1,96,Not Reported
1,Alabama,10334,1,99,Reported as Unknown if Distracted
1,Alabama,10335,1,99,Reported as Unknown if Distracted
1,Alabama,10336,1,96,Not Reported
1,Alabama,10337,1,96,Not Reported
1,Alabama,10338,1,99,Reported as Unknown if Distracted
1,Alabama,10339,1,96,Not Reported
1,Alabama,10340,1,99,Reported as Unknown if Distracted
1,Alabama,10341,1,96,Not Reported
1,Alabama,10341,2,96,Not Reported
1,Alabama,10342,1,96,Not Reported
1,Alabama,10343,1,99,Reported as Unknown if Distracted
1,Alabama,10344,1,99,Reported as Unknown if Distracted
1,Alabama,10344,2,96,Not Reported
1,Alabama,10345,1,96,Not Reported
1,Alabama,10345,2,0,Not Distracted
1,Alabama,10346,1,92,"Distraction (Distracted), Details Unknown"
1,Alabama,10347,1,99,Reported as Unknown if Distracted
1,Alabama,10348,1,96,Not Reported
1,Alabama,10348,2,96,Not Reported
1,Alabama,10349,1,0,Not Distracted
1,Alabama,10350,1,96,Not Reported
1,Alabama,10351,1,99,Reported as Unknown if Distracted
1,Alabama,10352,1,96,Not Reported
1,Alabama,10353,1,99,Reported as Unknown if Distracted
1,Alabama,10353,2,96,Not Reported
1,Alabama,10353,3,0,Not Distracted
1,Alabama,10354,1,96,Not Reported
1,Alabama,10355,1,99,Reported as Unknown if Distracted
1,Alabama,10355,2,99,Reported as Unknown if Distracted
1,Alabama,10356,1,99,Reported as Unknown if Distracted
1,Alabama,10356,2,99,Reported as Unknown if Distracted
1,Alabama,10357,1,99,Reported as Unknown if Distracted
1,Alabama,10358,1,96,Not Reported
1,Alabama,10359,1,3,By Other Occupant(s)
1,Alabama,10359,2,96,Not Reported
1,Alabama,10360,1,96,Not Reported
1,Alabama,10360,2,96,Not Reported
1,Alabama,10361,1,99,Reported as Unknown if Distracted
1,Alabama,10362,1,99,Reported as Unknown if Distracted
1,Alabama,10363,1,96,Not Reported
1,Alabama,10364,1,99,Reported as Unknown if Distracted
1,Alabama,10364,2,96,Not Reported
1,Alabama,10365,1,96,Not Reported
1,Alabama,10365,2,96,Not Reported
1,Alabama,10365,3,0,Not Distracted
1,Alabama,10366,1,99,Reported as Unknown if Distracted
1,Alabama,10367,1,96,Not Reported
1,Alabama,10367,2,96,Not Reported
1,Alabama,10368,1,0,Not Distracted
1,Alabama,10369,1,99,Reported as Unknown if Distracted
1,Alabama,10370,1,99,Reported as Unknown if Distracted
1,Alabama,10370,2,96,Not Reported
1,Alabama,10371,1,99,Reported as Unknown if Distracted
1,Alabama,10372,1,96,Not Reported
1,Alabama,10373,1,16,No Driver Present/Unknown if Driver present
1,Alabama,10373,2,96,Not Reported
1,Alabama,10374,1,96,Not Reported
1,Alabama,10375,1,96,Not Reported
1,Alabama,10376,1,96,Not Reported
1,Alabama,10376,2,0,Not Distracted
1,Alabama,10377,1,99,Reported as Unknown if Distracted
1,Alabama,10377,2,99,Reported as Unknown if Distracted
1,Alabama,10377,3,99,Reported as Unknown if Distracted
1,Alabama,10378,1,96,Not Reported
1,Alabama,10379,1,99,Reported as Unknown if Distracted
1,Alabama,10379,2,0,Not Distracted
1,Alabama,10380,1,0,Not Distracted
1,Alabama,10381,1,99,Reported as Unknown if Distracted
1,Alabama,10381,2,99,Reported as Unknown if Distracted
1,Alabama,10382,1,99,Reported as Unknown if Distracted
1,Alabama,10382,2,99,Reported as Unknown if Distracted
1,Alabama,10382,3,99,Reported as Unknown if Distracted
1,Alabama,10383,1,99,Reported as Unknown if Distracted
1,Alabama,10383,2,99,Reported as Unknown if Distracted
1,Alabama,10383,3,99,Reported as Unknown if Distracted
1,Alabama,10384,1,99,Reported as Unknown if Distracted
1,Alabama,10385,1,15,Other Mobile Phone Related
1,Alabama,10385,2,96,Not Reported
1,Alabama,10386,1,99,Reported as Unknown if Distracted
1,Alabama,10387,1,96,Not Reported
1,Alabama,10387,2,96,Not Reported
1,Alabama,10387,3,96,Not Reported
1,Alabama,10388,1,96,Not Reported
1,Alabama,10389,1,99,Reported as Unknown if Distracted
1,Alabama,10389,2,96,Not Reported
